reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_332_TAM_CA1_1,332_TAM_CA1,"Ashton Town Centre","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA1_2,332_TAM_CA1,"Ashton Town Centre","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
D_332_TAM_CA2_1,332_TAM_CA2,"Carrbrook","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA2_2,332_TAM_CA2,"Carrbrook","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
D_332_TAM_CA3_1,332_TAM_CA3,"Copley","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA3_2,332_TAM_CA3,"Copley","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
D_332_TAM_CA4_1,332_TAM_CA4,"Fairfield","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA4_2,332_TAM_CA4,"Fairfield","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
D_332_TAM_CA5_1,332_TAM_CA5,"Mottram in Longdendale","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA5_2,332_TAM_CA5,"Mottram in Longdendale","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
D_332_TAM_CA6_1,332_TAM_CA6,"Portland Basin","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA6_2,332_TAM_CA6,"Portland Basin","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
D_332_TAM_CA7_1,332_TAM_CA7,"Millbrook","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA7_2,332_TAM_CA7,"Millbrook","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
D_332_TAM_CA8_1,332_TAM_CA8,"Stalybridge Town Centre","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA8_2,332_TAM_CA8,"Stalybridge Town Centre","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
D_332_TAM_CA9_1,332_TAM_CA9,"St. Annes, Haughton","https://www.tameside.gov.uk/conservationareas/maps","No Appraisal document",area-appraisal,"All maps on one page",,,
D_332_TAM_CA9_2,332_TAM_CA9,"St. Annes, Haughton","https://www.tameside.gov.uk/conservationareas/maps",https://www.tameside.gov.uk/conservationareas/maps,area-map,"All maps on one page",,,
