reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_306_SOL_CA1_1,306_SOL_CA1,"Ashleigh Road","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas","No Appraisal document",area-appraisal,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA1_2,306_SOL_CA1,"Ashleigh Road","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas",https://solihull-mbc.maps.arcgis.com/apps/webappviewer/index.html?id=36965bab4e8b4f84b0ae4ccd6b7dcea2,area-map,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA2_1,306_SOL_CA2,"Barston","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas","No Appraisal document",area-appraisal,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA2_2,306_SOL_CA2,"Barston","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas",https://solihull-mbc.maps.arcgis.com/apps/webappviewer/index.html?id=36965bab4e8b4f84b0ae4ccd6b7dcea2,area-map,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA3_1,306_SOL_CA3,"Berkswell","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas","No Appraisal document",area-appraisal,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA3_2,306_SOL_CA3,"Berkswell","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas",https://solihull-mbc.maps.arcgis.com/apps/webappviewer/index.html?id=36965bab4e8b4f84b0ae4ccd6b7dcea2,area-map,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA4_1,306_SOL_CA4,"Bickenhill","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas","No Appraisal document",area-appraisal,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA4_2,306_SOL_CA4,"Bickenhill","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas",https://solihull-mbc.maps.arcgis.com/apps/webappviewer/index.html?id=36965bab4e8b4f84b0ae4ccd6b7dcea2,area-map,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA5_1,306_SOL_CA5,"Castle Bromwich","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas","No Appraisal document",area-appraisal,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA5_2,306_SOL_CA5,"Castle Bromwich","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas",https://solihull-mbc.maps.arcgis.com/apps/webappviewer/index.html?id=36965bab4e8b4f84b0ae4ccd6b7dcea2,area-map,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA6_1,306_SOL_CA6,"Granville Road","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas","No Appraisal document",area-appraisal,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA6_2,306_SOL_CA6,"Granville Road","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas",https://solihull-mbc.maps.arcgis.com/apps/webappviewer/index.html?id=36965bab4e8b4f84b0ae4ccd6b7dcea2,area-map,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA7_1,306_SOL_CA7,"Grove Avenue","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas","No Appraisal document",area-appraisal,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA7_2,306_SOL_CA7,"Grove Avenue","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas",https://solihull-mbc.maps.arcgis.com/apps/webappviewer/index.html?id=36965bab4e8b4f84b0ae4ccd6b7dcea2,area-map,"Maps are polygon definitions",local-authority:SOL,,,
D_306_SOL_CA8_1,306_SOL_CA8,"Hampton-in-Arden","https://www.solihull.gov.uk/Planning-and-building-control/Conservation-areas","No Appraisal document",area-appraisal,"Maps are polygon definitions",local-authority:SOL,,,
