reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_380_WOK_CA1_1,380_WOK_CA1,"Ashwood Road/Heathside Park Road","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA1_2,380_WOK_CA1,"Ashwood Road/Heathside Park Road","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/arhrca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA2_1,380_WOK_CA2,"Aviary Road, Pyrford","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA2_2,380_WOK_CA2,"Aviary Road, Pyrford","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/arca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA3_1,380_WOK_CA3,"Basingstoke Canal West","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA3_2,380_WOK_CA3,"Basingstoke Canal West","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/bcca1.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA4_1,380_WOK_CA4,"Basingstoke Canal East","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA4_2,380_WOK_CA4,"Basingstoke Canal East","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/bcca3.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA5_1,380_WOK_CA5,"Basingstoke Canal Central","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA5_2,380_WOK_CA5,"Basingstoke Canal Central","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/bcca2.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA6_1,380_WOK_CA6,"Birchwood Road, West Byfleet","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA6_2,380_WOK_CA6,"Birchwood Road, West Byfleet","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/brca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA7_1,380_WOK_CA7,"Brooklands","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA7_2,380_WOK_CA7,"Brooklands","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/brca2.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA8_1,380_WOK_CA8,"Brookwood Cemetery","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA8_2,380_WOK_CA8,"Brookwood Cemetery","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/bcca2.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA9_1,380_WOK_CA9,"Byfleet Corner/Rosemount Parade, West Byfleet","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA9_2,380_WOK_CA9,"Byfleet Corner/Rosemount Parade, West Byfleet","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/bcrpca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA10_1,380_WOK_CA10,"Byfleet Village","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA10_2,380_WOK_CA10,"Byfleet Village","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/bvca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA11_1,380_WOK_CA11,"Fishers Hill, Hook Heath","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA11_2,380_WOK_CA11,"Fishers Hill, Hook Heath","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/fhca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA12_1,380_WOK_CA12,"Holyoake Crescent, Horsell","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
D_380_WOK_CA12_2,380_WOK_CA12,"Holyoake Crescent, Horsell","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",https://www.woking.gov.uk/sites/default/files/documents/planning-and-building-control/herritage/hcca.pdf,area-map,"",local-authority:WOK,,,
D_380_WOK_CA13_1,380_WOK_CA13,"Horsell","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps","No Appraisal document",area-appraisal,"",local-authority:WOK,,,
