reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_174_HRW_CA1_1,174_HRW_CA1,"Harrow on-the-Hill / Roxeth Hill","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3","https://www.harrow.gov.uk/downloads/file/24024/roxeth-hill-character-appraisal.pdf",area-appraisal,"P2",local-authority:HRW,,,
D_174_HRW_CA1_2,174_HRW_CA1,"Harrow on-the-Hill / Roxeth Hill","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",https://www.harrow.gov.uk/downloads/file/24040/roxeth-hill-map.pdf,area-map,"P2",local-authority:HRW,,,
D_174_HRW_CA2_1,174_HRW_CA2,"Harrow on-the-Hill / Harrow School","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3","https://www.harrow.gov.uk/downloads/file/24025/harrow-school-character-appraisal.pdf",area-appraisal,"P2",local-authority:HRW,,,
D_174_HRW_CA2_2,174_HRW_CA2,"Harrow on-the-Hill / Harrow School","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",https://www.harrow.gov.uk/downloads/file/24041/harrow-school-map.pdf,area-map,"P2",local-authority:HRW,,,
D_174_HRW_CA3_1,174_HRW_CA3,"Harrow on-the-Hill / Harrow Park","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3","https://www.harrow.gov.uk/downloads/file/24028/harrow-park-character-appraisal.pdf",area-appraisal,"P2",local-authority:HRW,,,
D_174_HRW_CA3_2,174_HRW_CA3,"Harrow on-the-Hill / Harrow Park","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",https://www.harrow.gov.uk/downloads/file/24042/harrow-park-map.pdf,area-map,"P2",local-authority:HRW,,,
D_174_HRW_CA4_1,174_HRW_CA4,"Harrow on-the-Hill / Village","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3","https://www.harrow.gov.uk/downloads/file/24030/harrow-on-hill-village-character-appraisal.pdf",area-appraisal,"P5",local-authority:HRW,,,
D_174_HRW_CA4_2,174_HRW_CA4,"Harrow on-the-Hill / Village","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",https://www.harrow.gov.uk/downloads/file/24043/harrow-on-the-hill-village-map.pdf,area-map,"P5",local-authority:HRW,,,
D_174_HRW_CA5_1,174_HRW_CA5,"Harrow on-the-Hill / Sudbury Hill","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3","https://www.harrow.gov.uk/downloads/file/24032/sudbury-hill-character-appraisal.pdf",area-appraisal,"P2",local-authority:HRW,,,
D_174_HRW_CA5_2,174_HRW_CA5,"Harrow on-the-Hill / Sudbury Hill","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",https://www.harrow.gov.uk/downloads/file/24044/sudbury-hill-map.pdf,area-map,"P2",local-authority:HRW,,,
D_174_HRW_CA6_1,174_HRW_CA6,"Harrow on-the-Hill / South Hill Avenue","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3","https://www.harrow.gov.uk/downloads/file/24034/south-hill-ave-appraisal.pdf",area-appraisal,"P3",local-authority:HRW,,,
D_174_HRW_CA6_2,174_HRW_CA6,"Harrow on-the-Hill / South Hill Avenue","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",https://www.harrow.gov.uk/downloads/file/24045/south-hil-avenue-map.pdf,area-map,"P3",local-authority:HRW,,,
D_174_HRW_CA7_1,174_HRW_CA7,"Harrow on-the-Hill / Mount Park Estate","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3","https://www.harrow.gov.uk/downloads/file/24036/mount-park-appraisal.pdf",area-appraisal,"P2",local-authority:HRW,,,
D_174_HRW_CA7_2,174_HRW_CA7,"Harrow on-the-Hill / Mount Park Estate","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",https://www.harrow.gov.uk/downloads/file/24046/mount-park-map.pdf,area-map,"P2",local-authority:HRW,,,
D_174_HRW_CA8_1,174_HRW_CA8,"Harrow on-the-Hill / Roxborough Park and The Grove","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3","https://www.harrow.gov.uk/downloads/file/24038/roxborough-park-character-appraisal.pdf",area-appraisal,"P3",local-authority:HRW,,,
D_174_HRW_CA8_2,174_HRW_CA8,"Harrow on-the-Hill / Roxborough Park and The Grove","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/3",https://www.harrow.gov.uk/downloads/file/24047/roxborough-park-map.pdf,area-map,"P3",local-authority:HRW,,,
D_174_HRW_CA9_1,174_HRW_CA9,"Pinner / Waxwell Lane","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5","https://www.harrow.gov.uk/downloads/file/24056/waxwell-lane-conservation-area-appraisal-and-management-strategy.pdf",area-appraisal,"P2",local-authority:HRW,,,
D_174_HRW_CA9_2,174_HRW_CA9,"Pinner / Waxwell Lane","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5",https://www.harrow.gov.uk/downloads/file/30319/Waxwell_Lane_Conservation_area.pdf,area-map,"P2",local-authority:HRW,,,
D_174_HRW_CA10_1,174_HRW_CA10,"Pinner / Waxwell Close","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5","https://www.harrow.gov.uk/downloads/file/24080/waxwell-close-ms.pdf",area-appraisal,"P2",local-authority:HRW,,,
D_174_HRW_CA10_2,174_HRW_CA10,"Pinner / Waxwell Close","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5",https://www.harrow.gov.uk/downloads/file/30319/Waxwell_Lane_Conservation_area.pdf,area-map,"P2",local-authority:HRW,,,
D_174_HRW_CA11_1,174_HRW_CA11,"Pinner / Pinner High Street","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5","https://www.harrow.gov.uk/downloads/file/24058/pinner-high-street-caa-ms.pdf",area-appraisal,"P4",local-authority:HRW,,,
D_174_HRW_CA11_2,174_HRW_CA11,"Pinner / Pinner High Street","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5",https://www.harrow.gov.uk/downloads/file/30317/Pinner_High_Street_Conservation_Area.pdf,area-map,"P4",local-authority:HRW,,,
D_174_HRW_CA12_1,174_HRW_CA12,"Pinner / Moss Lane","https://www.harrow.gov.uk/planning-developments/biodiversity-conservation/5","https://www.harrow.gov.uk/downloads/file/24060/moss-lane-conservation-area-management-strategy.pdf",area-appraisal,"P2",local-authority:HRW,,,
