reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_195_LDS_CA1_1,195_LDS_CA1,"Aberford","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","https://www.leeds.gov.uk/docs/Aberford%20Conservation%20Area%20Appraisal%20and%20Management%20Plan%20(May%202011).pdf",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA1_2,195_LDS_CA1,"Aberford","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area",https://www.leeds.gov.uk/docs/Aberford%20CA.pdf,area-map,"",local-authority:LDS,,,
D_195_LDS_CA2_1,195_LDS_CA2,"Adel - St John’s","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","https://www.leeds.gov.uk/docs/Adel%20St%20John%20CAA.pdf",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA2_2,195_LDS_CA2,"Adel - St John’s","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area",https://www.leeds.gov.uk/docs/Adel%20Saint%20John%27s%20CA.pdf,area-map,"",local-authority:LDS,,,
D_195_LDS_CA3_1,195_LDS_CA3,"Armley","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","https://www.leeds.gov.uk/docs/Armley%20CA%20appraisal.pdf",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA3_2,195_LDS_CA3,"Armley","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area",https://www.leeds.gov.uk/docs/Armley%20%20CA%20No_65.pdf,area-map,"",local-authority:LDS,,,
D_195_LDS_CA4_1,195_LDS_CA4,"Armley Mills","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","No Appraisal document",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA4_2,195_LDS_CA4,"Armley Mills","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area",https://www.leeds.gov.uk/docs/Armley%20-%20ARMLEY%20MILLS%20CA%20No_11.pdf,area-map,"",local-authority:LDS,,,
D_195_LDS_CA5_1,195_LDS_CA5,"Bardsey-cum-Rigton","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","https://www.leeds.gov.uk/docs/Bardsey%20conservation%20area%20appraisal%20and%20management%20plan.pdf",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA5_2,195_LDS_CA5,"Bardsey-cum-Rigton","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area",https://www.leeds.gov.uk/docs/Bardsey%20-%20cum%20-%20Rigton%20CA%20No_29.pdf,area-map,"",local-authority:LDS,,,
D_195_LDS_CA6_1,195_LDS_CA6,"Barwick in Elmet","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","https://www.leeds.gov.uk/docs/Barwick%20in%20Elmet%20Conservation%20Area%20appraisl%20and%20management%20plan%20FINALL.pdf",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA7_1,195_LDS_CA7,"Beeston Stank Hall","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","No Appraisal document",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA8_1,195_LDS_CA8,"Boston Spa","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","https://www.leeds.gov.uk/docs/Boston%20Spa%20CAA%20and%20Management%20Plan.pdf",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA9_1,195_LDS_CA9,"Bramham","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","https://www.leeds.gov.uk/docs/Bramham%20CAA.pdf",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA9_2,195_LDS_CA9,"Bramham","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area",https://www.leeds.gov.uk/docs/Copy%20of%20Bramham%20CA.pdf,area-map,"",local-authority:LDS,,,
D_195_LDS_CA10_1,195_LDS_CA10,"Bramhope","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area","https://www.leeds.gov.uk/docs/Bramhope%20Conservation%20Area%20Appraisal%20and%20Management%20Plan%20(May%202011).pdf",area-appraisal,"",local-authority:LDS,,,
D_195_LDS_CA10_2,195_LDS_CA10,"Bramhope","https://www.leeds.gov.uk/planning/conservation-protection-and-heritage/conservation-area",https://www.leeds.gov.uk/docs/Copy%20of%20Bramhope%20CA.pdf,area-map,"",local-authority:LDS,,,
