reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_42_BEN_CA1_1,42_BEN_CA1,"Barn Hill","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas","https://legacy.brent.gov.uk/media/16402710/barn-hill-conservation-area-appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA1_2,42_BEN_CA1,"Barn Hill","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",https://legacy.brent.gov.uk/media/16402732/barn-hill-conservation-area-map.jpg,area-map,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA2_1,42_BEN_CA2,"Brondesbury","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas","https://legacy.brent.gov.uk/media/16402711/brondesbury-conservation-area-appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA2_2,42_BEN_CA2,"Brondesbury","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",https://legacy.brent.gov.uk/media/16421226/brondesbury-conservation-map.jpg,area-map,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA3_1,42_BEN_CA3,"Buck Lane","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas","https://legacy.brent.gov.uk/media/16402712/buck-lane-conservation-area-appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA3_2,42_BEN_CA3,"Buck Lane","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",https://legacy.brent.gov.uk/media/16421225/buck-lane-conservation-map.jpg,area-map,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA4_1,42_BEN_CA4,"Harlesden","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas","https://legacy.brent.gov.uk/media/16402713/harlesden-conservation-area-appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA4_2,42_BEN_CA4,"Harlesden","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",https://legacy.brent.gov.uk/media/16421224/harlesden-conservation-map.jpg,area-map,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA5_1,42_BEN_CA5,"Homestead Park","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas","https://legacy.brent.gov.uk/media/16402714/homestead-park-conservation-area-appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:BEN,,,
D_42_BEN_CA5_2,42_BEN_CA5,"Homestead Park","https://www.brent.gov.uk/planning-and-building-control/listed-buildings-and-conservation-areas",https://legacy.brent.gov.uk/media/16402736/homestead-park-conservation-area-map.jpg,area-map,"Extra documents are available. ",local-authority:BEN,,,
