reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
272_RUG_CA1,"Bilton",,"https://www.rugby.gov.uk/documents/20124/6569677/Bilton_Character_Appraisal.pdf/27083593-8756-5f6f-ed65-f0bc7e2f9067?t=1702313821541","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 4 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA2,"Bilton Road",,"https://www.rugby.gov.uk/documents/20124/6569677/Bilton_Road_Character_Appraisal.pdf/59fffe44-d3bd-01e6-1811-ed3c9b49f9b1?t=1702313821541","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 8 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA3,"Brandon",,"https://www.rugby.gov.uk/documents/20124/6569677/Brandon_Character_Appraisal.pdf/9c7d8630-4654-dcde-6287-650846002cb2?t=1702313821541","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA4,"Brinklow",,"https://www.rugby.gov.uk/documents/20124/6569677/Brinklow_Character_Appraisal.pdf/701c66c7-5596-39a8-e538-ab8daa4f699f?t=1702313821541","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA5,"Churchover",,"https://www.rugby.gov.uk/documents/20124/6569677/Churchover_Character_Appraisal.pdf/bc84160e-0fe4-ce7d-f81e-eaa93ff610dc?t=1702313821541","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA6,"Clifton Road, Hillmorton Road and Whitehall Road",,"https://www.rugby.gov.uk/documents/20124/6569677/Clifton_Road__Hillmorton_Road_and_Whitehall_Road_Characrer_Appraisal.pdf/61ad5289-fec9-f81b-97b8-8002febaac2f?t=1702313821541","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 9 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA7,"Clifton-upon-Dunsmore",,"https://www.rugby.gov.uk/documents/20124/6569677/Clifton_upon_Dunsmore_Character_Appraisal.pdf/f7b323b6-8c36-5873-34fb-cf6a891a5035?t=1702313821541","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 16 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA8,"Coombe Abbey",,"https://www.rugby.gov.uk/documents/20124/6569677/Coombe_Abbey_Character_Appraisal.pdf/2a9e4dde-13c9-bd37-379d-510597701c1a?t=1702313821542","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA9,"Dunchurch",,"https://www.rugby.gov.uk/documents/20124/6569677/Dunchurch_Character_Appraisal.pdf/5ed4617f-c153-7c3d-2a19-7f0c1c4fee3b?t=1702313821542","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 5 of the appraisal document. ",local-authority:RUG,,,
272_RUG_CA10,"Easenhall",,"https://www.rugby.gov.uk/documents/20124/6569677/Easenhall_Character_Appraisal.pdf/a080390e-36fa-065e-5152-b2274aedf8d5?t=1702313821542","https://www.rugby.gov.uk/w/conservation-areas-and-character-appraisals#character-appraisals",,,"Best Map is shown on page 6 of the appraisal document. ",local-authority:RUG,,,
