reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_202_LIV_CA1_1,202_LIV_CA1,"Albert Dock","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA1_2,202_LIV_CA1,"Albert Dock","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA2_1,202_LIV_CA2,"Canning Street","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA2_2,202_LIV_CA2,"Canning Street","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA3_1,202_LIV_CA3,"Castle Street","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA3_2,202_LIV_CA3,"Castle Street","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA4_1,202_LIV_CA4,"Childwall Abbey","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA4_2,202_LIV_CA4,"Childwall Abbey","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA5_1,202_LIV_CA5,"Derwent Square","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA5_2,202_LIV_CA5,"Derwent Square","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA6_1,202_LIV_CA6,"Duke Street","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA6_2,202_LIV_CA6,"Duke Street","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA7_1,202_LIV_CA7,"Edge Hill","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA7_2,202_LIV_CA7,"Edge Hill","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA8_1,202_LIV_CA8,"Fulwood Park","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA8_2,202_LIV_CA8,"Fulwood Park","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA9_1,202_LIV_CA9,"Gatacre Village","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA9_2,202_LIV_CA9,"Gatacre Village","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA10_1,202_LIV_CA10,"Grassendale and Cressington Parks","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA10_2,202_LIV_CA10,"Grassendale and Cressington Parks","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA11_1,202_LIV_CA11,"Grove Park","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA11_2,202_LIV_CA11,"Grove Park","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA12_1,202_LIV_CA12,"Hartley's Village","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA12_2,202_LIV_CA12,"Hartley's Village","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA13_1,202_LIV_CA13,"Hunts Cross Avenue","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA13_2,202_LIV_CA13,"Hunts Cross Avenue","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA14_1,202_LIV_CA14,"Kensington Fields","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA14_2,202_LIV_CA14,"Kensington Fields","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA15_1,202_LIV_CA15,"Knotty Ash","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA15_2,202_LIV_CA15,"Knotty Ash","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA16_1,202_LIV_CA16,"Lark Lane","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA16_2,202_LIV_CA16,"Lark Lane","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA17_1,202_LIV_CA17,"Mossley Hill","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA17_2,202_LIV_CA17,"Mossley Hill","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA18_1,202_LIV_CA18,"Mount Pleasant","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA18_2,202_LIV_CA18,"Mount Pleasant","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA19_1,202_LIV_CA19,"Muirhead Avenue","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA19_2,202_LIV_CA19,"Muirhead Avenue","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA20_1,202_LIV_CA20,"Newenham Crescent","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA20_2,202_LIV_CA20,"Newenham Crescent","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
D_202_LIV_CA21_1,202_LIV_CA21,"Newsham Park","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/","No Appraisal document",area-appraisal,"",local-authority:LIV,,,
D_202_LIV_CA21_2,202_LIV_CA21,"Newsham Park","https://liverpool.gov.uk/planning-and-building-control/trees-hedges-and-conservation/conservation-areas/",https://lcc.dynamicmaps.co.uk/MapThatPublic/Default.aspx,area-map,"",local-authority:LIV,,,
