reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
37_BAR_CA1,"Barrow Island",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"Documents say 11 and 9 areas and couldn't find maps",local-authority:BAR,,,
37_BAR_CA2,"Biggar Village",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA3,"Central Barrow",,"https://www.barrowbc.gov.uk/sites/default/files/attachment/3984.pdf","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA4,"Dalton-in-Furness",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA5,"Furness Abbey",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA6,"Ireleth",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA7,"North Scale",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA8,"North Vickerstown",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA9,"St George's Square",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA10,"South Vickerstown",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA11,"The Green Lindal",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
37_BAR_CA12,"Morecambe Bay",,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
