reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
213_MEL_CA1,"Ab Kettleby",,"https://www.melton.gov.uk/media/fi2hxiys/ab_kettleby-appraisal.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Melton website say 45 CAs, but only shows 43.Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA2,"Asfordby",,"https://www.melton.gov.uk/media/s4snjvnn/asfordby-conservation-appraisal-june-1986.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA3,"Ashby Folville",,"https://www.melton.gov.uk/media/2zbetrgf/ashby-folville-appraisal.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA4,"Barsby",,"https://www.melton.gov.uk/media/yldf3jxx/barsby-conservation-appraisal-october-1994.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA5,"Belvoir Castle",,"https://www.melton.gov.uk/media/azgi5rou/belvoir-castle-conservation-appraisal.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA6,"Bottesford",,"https://www.melton.gov.uk/media/k5bis3vr/bottesford-conservation-appraisal.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA7,"Branston",,"https://www.melton.gov.uk/media/yr5ja2rt/branston-conservation-appraisal-april-1973.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA8,"Buckminster",,"https://www.melton.gov.uk/media/d0sh0zhp/buckminster-conservation-appraisal-april-1973.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA9,"Burrough On The Hill",,"https://www.melton.gov.uk/media/j2ol5nms/burrough-on-the-hill-conservation-appraisal.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
213_MEL_CA10,"Cold Overton",,"https://www.melton.gov.uk/media/3uxjrdps/cold-overton-conservation-appraisal.pdf","https://www.melton.gov.uk/planning-and-building/conservation/conservation-areas/",,,"Extra documents are available. ",local-authority:MEL,,,
