reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_227_NEL_CA1_1,227_NEL_CA1,"Bradford Avenue","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44006200
D_227_NEL_CA1_2,227_NEL_CA1,"Bradford Avenue","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Bradford-Avenue.pdf,area-map,"",,,,44006200
D_227_NEL_CA2_1,227_NEL_CA2,"Central Grimsby","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","https://www.nelincs.gov.uk/assets/uploads/2016/02/Central-Grimsby-CAAMP-Adopted.pdf",area-appraisal,"Best Map is shown on page 40 of the appraisal document. ",,,,44006666
D_227_NEL_CA3_1,227_NEL_CA3,"Cleethorpes","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","https://www.nelincs.gov.uk/assets/uploads/2016/02/Central-Cleethorpes-Seafront-Conservation-Area-Appraisal-and-Management-Plan-for-public-consultation.pdf",area-appraisal,"Extra documents are available. Best Map is shown on page 41 of the appraisal document. ",,,,44006201
D_227_NEL_CA4_1,227_NEL_CA4,"Cottagers Plot","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44003615
D_227_NEL_CA4_2,227_NEL_CA4,"Cottagers Plot","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Cottagers-Plot.pdf,area-map,"",,,,44003615
D_227_NEL_CA5_1,227_NEL_CA5,"Great Coates","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44003620
D_227_NEL_CA5_2,227_NEL_CA5,"Great Coates","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Great-Coates.pdf,area-map,"",,,,44003620
D_227_NEL_CA6_1,227_NEL_CA6,"Holme Hill","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44003618
D_227_NEL_CA6_2,227_NEL_CA6,"Holme Hill","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Holme-Hill.pdf,area-map,"",,,,44003618
D_227_NEL_CA7_1,227_NEL_CA7,"Humberston","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44006202
D_227_NEL_CA7_2,227_NEL_CA7,"Humberston","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Humberston.pdf,area-map,"",,,,44006202
D_227_NEL_CA8_1,227_NEL_CA8,"Humberston Fitties","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","https://www.nelincs.gov.uk/assets/uploads/2016/02/Chalet-Design-Guide.pdf",area-appraisal,"Extra documents are available. ",,,,44003621
D_227_NEL_CA8_2,227_NEL_CA8,"Humberston Fitties","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Humberston-Fitties.pdf,area-map,"Extra documents are available. ",,,,44003621
D_227_NEL_CA9_1,227_NEL_CA9,"Irby upon Humber","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44003619
D_227_NEL_CA9_2,227_NEL_CA9,"Irby upon Humber","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Irby-upon-Humber.pdf,area-map,"",,,,44003619
D_227_NEL_CA10_1,227_NEL_CA10,"The Kasbah","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","https://www.nelincs.gov.uk/assets/uploads/2016/02/ADOPTED-The-Kasbah-A-Statement-in-Support-of-the-Designation-of-a-Conservation-Area.pdf",area-appraisal,"Best Map is shown on page 6 of the appraisal document. ",,,,44006668
D_227_NEL_CA11_1,227_NEL_CA11,"Laceby","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44003614
D_227_NEL_CA11_2,227_NEL_CA11,"Laceby","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Laceby.pdf,area-map,"",,,,44003614
D_227_NEL_CA12_1,227_NEL_CA12,"Mill Road","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44003622
D_227_NEL_CA12_2,227_NEL_CA12,"Mill Road","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Mill-Road.pdf,area-map,"",,,,44003622
D_227_NEL_CA13_1,227_NEL_CA13,"Old Clee","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44003617
D_227_NEL_CA13_2,227_NEL_CA13,"Old Clee","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Old-Clee.pdf,area-map,"",,,,44003617
D_227_NEL_CA14_1,227_NEL_CA14,"Scartho","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44006667
D_227_NEL_CA14_2,227_NEL_CA14,"Scartho","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Scartho-Conservation-Area-Map-Amended.pdf,area-map,"",,,,44006667
D_227_NEL_CA15_1,227_NEL_CA15,"Victoria Mills","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/","No appraisal document",area-appraisal,"",,,,44003616
D_227_NEL_CA15_2,227_NEL_CA15,"Victoria Mills","https://www.nelincs.gov.uk/planning-and-building-control/heritage-and-conservation/",https://www.nelincs.gov.uk/assets/uploads/2016/02/Victoria-Mills.pdf,area-map,"",,,,44003616
