reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
43_BEX_CA1,"Brook Street, Northumberland Heath",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Brook-Street-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002791
43_BEX_CA2,"Christ Church, Sidcup",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Christ-Church-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002792
43_BEX_CA3,"Crossness, Belvedere",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Crossness-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002812
43_BEX_CA4,"Erith Riverside, Erith",,"No appraisal document","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"",,,,44002793
43_BEX_CA5,"Erith Road, Belvedere",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Erith-Road-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002810
43_BEX_CA6,"Foots Cray",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Foots-Cray-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002794
43_BEX_CA7,"The Green, Sidcup",,"https://www.bexley.gov.uk/sites/default/files/2020-05/The-Green-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44008960
43_BEX_CA8,"Halfway Street, Sidcup",,"https://www.bexley.gov.uk/sites/default/files/2020-05/Halfway-Street-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002795
43_BEX_CA9,"High Beeches, North Cray",,"https://www.bexley.gov.uk/sites/default/files/2020-05/High-Beeches-Conservation-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44002811
43_BEX_CA10,"The Hollies, Sidcup",,"https://www.bexley.gov.uk/sites/default/files/2021-01/The-Hollies-Area-Appraisal-and-Management-Plan.pdf","https://www.bexley.gov.uk/services/planning-and-building-control/planning-policy-and-guidance/conservation-and-heritage",,,"Best Map is shown on page 2 of the appraisal document. ",,,,44006530
