reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,ca_entity
296_SHO_CA1,"Tydd Gote",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001582
296_SHO_CA2,"Tydd St Mary",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001581
296_SHO_CA3,"Long Sutton",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001583
296_SHO_CA4,"Gedney Dawsmere",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001584
296_SHO_CA5,"Fleet",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001579
296_SHO_CA6,"Fleet Hargate",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001580
296_SHO_CA7,"Holbeach",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44005910
296_SHO_CA8,"Moulton",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001578
296_SHO_CA9,"Crowland",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001585
296_SHO_CA10,"Spalding",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001575
296_SHO_CA11,"Pinchbeck",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44005911
296_SHO_CA12,"Gosberton",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001576
296_SHO_CA13,"Donnington",,"No appraisal document","https://www.sholland.gov.uk/mapping",,,"Polygons on interactive map",,,,44001577
