reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_378_WOC_CA1_1,378_WOC_CA1,"Historic City","https://www.worcester.gov.uk/planning/heritage/conservation-areas","No appraisal document",area-appraisal,"",,,,44003492
D_378_WOC_CA1_2,378_WOC_CA1,"Historic City","https://www.worcester.gov.uk/planning/heritage/conservation-areas",https://www.worcester.gov.uk/component/fileman/?view=file&routed=1&name=historiccity_final.pdf&folder=PDF%20Documents/Planning/Conservation%20Area&container=fileman-files,area-map,"",,,,44003492
D_378_WOC_CA2_1,378_WOC_CA2,"St. Johns","https://www.worcester.gov.uk/planning/heritage/conservation-areas","https://www.worcester.gov.uk/component/fileman/?view=file&routed=1&name=St%20Johns%20appraisal%20for%20web.pdf&folder=PDF%20Documents/Planning/Conservation%20Area&container=fileman-files",area-appraisal,"Extra documents are available. ",,,,44003500
D_378_WOC_CA2_2,378_WOC_CA2,"St. Johns","https://www.worcester.gov.uk/planning/heritage/conservation-areas",https://www.worcester.gov.uk/component/fileman/?view=file&routed=1&name=St%20Johns%20map.pdf&folder=PDF%20Documents/Planning/Conservation%20Area&container=fileman-files,area-map,"Extra documents are available. ",,,,44003500
D_378_WOC_CA3_1,378_WOC_CA3,"Lansdowne Crescent and Rainbow Hill","https://www.worcester.gov.uk/planning/heritage/conservation-areas","No appraisal document",area-appraisal,"Extra documents are available. ",,,,44003496
D_378_WOC_CA3_2,378_WOC_CA3,"Lansdowne Crescent and Rainbow Hill","https://www.worcester.gov.uk/planning/heritage/conservation-areas",https://www.worcester.gov.uk/component/fileman/?view=file&routed=1&name=Lansdowne%20Crescent%20designation%20map.pdf&folder=PDF%20Documents/Planning/Conservation%20Area&container=fileman-files,area-map,"Extra documents are available. ",,,,44003496
D_378_WOC_CA4_1,378_WOC_CA4,"Britannia Square","https://www.worcester.gov.uk/planning/heritage/conservation-areas","https://www.worcester.gov.uk/component/fileman/?view=file&routed=1&name=Britannia%20Square%20Appraisal.pdf&folder=PDF%20Documents/Planning/Conservation%20Area&container=fileman-files",area-appraisal,"Extra documents are available. ",,,,44003499
D_378_WOC_CA4_2,378_WOC_CA4,"Britannia Square","https://www.worcester.gov.uk/planning/heritage/conservation-areas",https://www.worcester.gov.uk/component/fileman/?view=file&routed=1&name=britannia_squareAppraisalMAP.pdf&folder=PDF%20Documents/Planning/Conservation%20Area&container=fileman-files,area-map,"Extra documents are available. ",,,,44003499
D_378_WOC_CA5_1,378_WOC_CA5,"Sidbury and Fort Royal","https://www.worcester.gov.uk/planning/heritage/conservation-areas","https://www.worcester.gov.uk/component/fileman/?view=file&routed=1&name=Sidbury%20and%20FR%20appraisal%20for%20web.pdf&folder=PDF%20Documents/Planning/Conservation%20Area&container=fileman-files",area-appraisal,"Extra documents are available. ",,,,44003494
D_378_WOC_CA5_2,378_WOC_CA5,"Sidbury and Fort Royal","https://www.worcester.gov.uk/planning/heritage/conservation-areas",https://www.worcester.gov.uk/component/fileman/?view=file&routed=1&name=sidburyFINAL.pdf&folder=PDF%20Documents/Planning/Conservation%20Area&container=fileman-files,area-map,"Extra documents are available. ",,,,44003494
