reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_290_SFT_CA1_1,290_SFT_CA1,"Birkdale Park","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx","https://www.sefton.gov.uk/media/1999/adopted-birkdale-park-caa_v2.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44000187
D_290_SFT_CA1_2,290_SFT_CA1,"Birkdale Park","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",https://www.sefton.gov.uk/media/2000/boundaries-of-birkdale-conservation-areas.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44000187
D_290_SFT_CA2_1,290_SFT_CA2,"Birkdale Village","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx","https://www.sefton.gov.uk/media/2002/birkdalevillage_adoptedappraisal.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44006214
D_290_SFT_CA2_2,290_SFT_CA2,"Birkdale Village","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",https://www.sefton.gov.uk/media/2004/adopted_boundary_birkdalevillage.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44006214
D_290_SFT_CA3_1,290_SFT_CA3,"Blundellsands Park","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx","https://www.sefton.gov.uk/media/2007/blundellsands-conservation-area-appraisal-2008.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44004802
D_290_SFT_CA3_2,290_SFT_CA3,"Blundellsands Park","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",https://www.sefton.gov.uk/media/2008/er-blundellsands-back-cover.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44004802
D_290_SFT_CA4_1,290_SFT_CA4,"Carr Houses","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx","https://www.sefton.gov.uk/media/8195/carr-houses-appraisalmanagement-plan.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 2 of the appraisal document. ",,,,44000179
D_290_SFT_CA5_1,290_SFT_CA5,"Christ Church","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx","https://www.sefton.gov.uk/media/2011/christ-church-appraisal_apr16.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. Best Map is shown on page 10 of the appraisal document. ",,,,44000189
D_290_SFT_CA6_1,290_SFT_CA6,"Churchtown Village","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx","https://www.sefton.gov.uk/media/2017/appraisal-boundary-map.pdf",area-appraisal,"Polygons on interactive mapExtra documents are available. ",,,,44004800
D_290_SFT_CA6_2,290_SFT_CA6,"Churchtown Village","https://www.sefton.gov.uk/planning-building-control/conservation-and-heritage/conservation-areas.aspx",https://www.sefton.gov.uk/media/2018/churchtown-nth-meols-ca-boundaries.pdf,area-map,"Polygons on interactive mapExtra documents are available. ",,,,44004800
