reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,entity
TON_345_CA_1,"Addington",,"","","No Appraisal document. Interactive map ",,,,44004145.0
TON_345_CA_2,"Aldon, Offham",,"","","No Appraisal document. Interactive map ",,,,44004146.0
TON_345_CA_3,"Aylesford",,"","","No Appraisal document. Interactive map ",,,,44004134.0
TON_345_CA_4,"Birling",,"","","No Appraisal document. Interactive map ",,,,44004132.0
TON_345_CA_5,"Birling Place",,"","","No Appraisal document. Interactive map ",,,,44004131.0
TON_345_CA_6,"Bradbourne, East Malling",,"","","No Appraisal document. Interactive map ",,,,44004139.0
TON_345_CA_7,"Budd's Green, Shipbourne",,"","","No Appraisal document. Interactive map ",,,,44004187.0
TON_345_CA_8,"Bullen Corner, East Peckham",,"https://www.tmbc.gov.uk/downloads/file/159/bullen-corner","https://www.tmbc.gov.uk/downloads/download/75/conservation-area-and-regeneration---bullen-corner","Interactive map  Best Map is shown on page 3 of the appraisal document. ",,,,44004168.0
TON_345_CA_9,"Butchers Lane, Mereworth",,"","","No Appraisal document. Interactive map ",,,,44004161.0
TON_345_CA_10,"Butts Hill, Wrotham",,"","","No Appraisal document. Interactive map ",,,,44004154.0
TON_345_CA_11,"Clare Park and Blacklands",,"","","No Appraisal document. Interactive map ",,,,44004141.0
TON_345_CA_12,"Claygate Cross, Plaxtol",,"","","No Appraisal document. Interactive map ",,,,44004157.0
TON_345_CA_13,"Cobdown Farm, Ditton",,"https://www.tmbc.gov.uk/downloads/file/2083/cobdown-farm-conservation-area-appraisal","https://www.tmbc.gov.uk/downloads/download/405/cobdown-farm-conservation-area-appraisal","Interactive map  Best Map is shown on page 4 of the appraisal document. ",,,,44004137.0
TON_345_CA_14,"Coldharbour, Hildenborough",,"","","No Appraisal document. Interactive map ",,,,44004178.0
TON_345_CA_15,"Ditton",,"https://www.tmbc.gov.uk/downloads/file/2084/ditton-conservation-area-appraisal","https://www.tmbc.gov.uk/downloads/download/406/ditton-conservation-area-appraisal","Interactive map  Best Map is shown on page 3 of the appraisal document. ",,,,44004138.0
TON_345_CA_16,"East Malling Village",,"https://www.tmbc.gov.uk/downloads/file/2085/east-malling-village-conservation-area-appraisal","https://www.tmbc.gov.uk/downloads/download/407/east-malling-village-conservation-area-appraisal","Interactive map  Best Map is shown on page 3 of the appraisal document. ",,,,44004140.0
TON_345_CA_17,"Fairlawne",,"","","No Appraisal document. Interactive map ",,,,44004185.0
TON_345_CA_18,"Fairseat",,"","","No Appraisal document. Interactive map ",,,,44004150.0
TON_345_CA_19,"Hadlow",,"https://www.tmbc.gov.uk/downloads/file/1591/hadlow-conservation-area-appraisal","https://www.tmbc.gov.uk/downloads/download/77/hadlow-conservation-area","Interactive map  Extra documents are available.  Best Map is shown on page 7 of the appraisal document. ",,,,44004172.0
TON_345_CA_20,"Haysden",,"","","No Appraisal document. Interactive map ",,,,44004174.0
TON_345_CA_21,"Hildenborough",,"https://www.tmbc.gov.uk/downloads/file/1594/hildenborough-conservation-area-appraisal","https://www.tmbc.gov.uk/downloads/download/78/hildenborough-conservation-area","Interactive map  Extra documents are available.  Best Map is shown on page 7 of the appraisal document. ",,,,44004177.0
TON_345_CA_22,"Holborough Mill, Snodland",,"","","No Appraisal document. Interactive map ",,,,44004128.0
TON_345_CA_23,"Holtwood, Aylesford",,"https://www.tmbc.gov.uk/downloads/file/168/holtwood-conservation-area","https://www.tmbc.gov.uk/downloads/download/79/holtwood-conservation-area","Interactive map  Best Map is shown on page 3 of the appraisal document. ",,,,44004135.0
TON_345_CA_24,"Ightham",,"","","No Appraisal document. Interactive map ",,,,44004156.0
