reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_BAN_36_CA_1_1,BAN_36_CA_1,"Ashmansworth","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33770/Ashmansworth%20CAA.pdf",area-appraisal,,,2004-02-19,,44003528.0
D_BAN_36_CA_1_2,BAN_36_CA_1,"Ashmansworth","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33771/Ashmansworth%20conservation%20area%20map.pdf,area-map,,,2004-02-19,,44003528.0
D_BAN_36_CA_2_1,BAN_36_CA_2,"Basingstoke Canal","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/64346/Basingstoke%20Canal%20CAA.pdf",area-appraisal,,,2003-07-17,,44003543.0
D_BAN_36_CA_2_2,BAN_36_CA_2,"Basingstoke Canal","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/64347/Basingstoke%20Canal%20conservation%20area%20map.pdf,area-map,,,2003-07-17,,44003543.0
D_BAN_36_CA_3_1,BAN_36_CA_3,"Basingstoke Town","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/44210/Basingstoke%20Town.pdf",area-appraisal,,,2015-09-29,,44006782.0
D_BAN_36_CA_3_2,BAN_36_CA_3,"Basingstoke Town","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/45205/Basingstoke%20Town%20Map.pdf,area-map,,,2015-09-29,,44006782.0
D_BAN_36_CA_4_1,BAN_36_CA_4,"Bradley","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33779/Bradley%20CAA.pdf",area-appraisal,,,2004-02-19,,44003556.0
D_BAN_36_CA_4_2,BAN_36_CA_4,"Bradley","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33780/Bradley%20conservation%20area%20map.pdf,area-map,,,2004-02-19,,44003556.0
D_BAN_36_CA_5_1,BAN_36_CA_5,"Bramley and Bramley Green","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33782/Bramley%20and%20Bramley%20Green%20Conservation%20Area%20Appraisal%20.pdf",area-appraisal,,,2003-07-17,,44003559.0
D_BAN_36_CA_5_2,BAN_36_CA_5,"Bramley and Bramley Green","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33783/Bramley%20and%20Bramley%20Green%20Conservation%20Area%20Map.pdf,area-map,,,2003-07-17,,44003559.0
D_BAN_36_CA_6_1,BAN_36_CA_6,"Brookvale West","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/64348/Brookvale%20West%20CAA.pdf",area-appraisal,,,2003-07-17,,44003525.0
D_BAN_36_CA_6_2,BAN_36_CA_6,"Brookvale West","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/64349/Brookvale%20West%20Conservation%20Area%20Map.pdf,area-map,,,2003-07-17,,44003525.0
D_BAN_36_CA_7_1,BAN_36_CA_7,"Brown and Chilton Candover","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33788/Brown%20and%20Chilton%20Candover%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-07-17,,44003563.0
D_BAN_36_CA_7_2,BAN_36_CA_7,"Brown and Chilton Candover","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33789/Brown%20and%20Chilton%20Candover%20Conservation%20Area%20Map.pdf,area-map,,,2003-07-17,,44003563.0
D_BAN_36_CA_8_1,BAN_36_CA_8,"Church Oakley","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33791/Church%20Oakley%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-07-17,,44003557.0
D_BAN_36_CA_8_2,BAN_36_CA_8,"Church Oakley","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33792/Church%20Oakley%20Conservation%20Area%20Map.pdf,area-map,,,2003-07-17,,44003557.0
D_BAN_36_CA_9_1,BAN_36_CA_9,"Tadley, Church Road","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33882/Tadley,%20Church%20Road%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-07-17,,44003541.0
D_BAN_36_CA_9_2,BAN_36_CA_9,"Tadley, Church Road","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33883/Conservation%20Area%20Map%20for%20Tadley%20Church%20Road.pdf,area-map,,,2003-07-17,,44003541.0
D_BAN_36_CA_10_1,BAN_36_CA_10,"Cliddesden","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33794/Cliddesden%20CAA.pdf",area-appraisal,,,2003-02-20,,44003527.0
D_BAN_36_CA_10_2,BAN_36_CA_10,"Cliddesden","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33795/Cliddesden%20Conservation%20Area%20Map.pdf,area-map,,,2003-02-20,,44003527.0
D_BAN_36_CA_11_1,BAN_36_CA_11,"Deane","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33797/Deane%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-07-17,,44003558.0
D_BAN_36_CA_11_2,BAN_36_CA_11,"Deane","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33798/Deane%20Conservation%20Area%20Map.pdf,area-map,,,2003-07-17,,44003558.0
D_BAN_36_CA_12_1,BAN_36_CA_12,"Dummer","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33800/Dummer%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-02-20,,44003553.0
D_BAN_36_CA_12_2,BAN_36_CA_12,"Dummer","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33801/Dummer%20Conservation%20Area%20Map.pdf,area-map,,,2003-02-20,,44003553.0
D_BAN_36_CA_13_1,BAN_36_CA_13,"East End and North End","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33803/East%20End%20and%20North%20EndConservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-07-17,,44003562.0
D_BAN_36_CA_13_2,BAN_36_CA_13,"East End and North End","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33804/East%20End%20Conservation%20Area%20Map.pdf; https://www.basingstoke.gov.uk/content/page/33805/North%20End%20Conservation%20Area%20Map.pdf,area-map,,,2003-07-17,,44003562.0
D_BAN_36_CA_14_1,BAN_36_CA_14,"Ecchinswell","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33807/Ecchinswell%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-02-20,,44003552.0
D_BAN_36_CA_14_2,BAN_36_CA_14,"Ecchinswell","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33808/Ecchinswell%20Conservation%20Area%20Map.pdf,area-map,,,2003-02-20,,44003552.0
D_BAN_36_CA_15_1,BAN_36_CA_15,"Ellisfield","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33810/Ellisfield%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-07-17,,44003550.0
D_BAN_36_CA_15_2,BAN_36_CA_15,"Ellisfield","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33811/Ellisfield%20Map.pdf,area-map,,,2003-07-17,,44003550.0
D_BAN_36_CA_16_1,BAN_36_CA_16,"Fairfields","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33814/Conservation%20Area%20Map%20for%20Fairfields.pdf",area-appraisal,,,2004-07-22,,44003524.0
D_BAN_36_CA_17_1,BAN_36_CA_17,"Hannington","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33816/Hannington%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-07-17,,44003554.0
D_BAN_36_CA_17_2,BAN_36_CA_17,"Hannington","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33817/Hannington%20Conservation%20Area%20Map.pdf,area-map,,,2003-07-17,,44003554.0
D_BAN_36_CA_18_1,BAN_36_CA_18,"Hurstbourne Priors","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33819/Conservation%20Area%20Appraisal%20for%20Hurstbourne%20Priors.pdf",area-appraisal,,,2003-07-17,,44003555.0
D_BAN_36_CA_18_2,BAN_36_CA_18,"Hurstbourne Priors","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33820/Conservation%20Area%20Map%20for%20Hurstbourne%20Priors.pdf,area-map,,,2003-07-17,,44003555.0
D_BAN_36_CA_19_1,BAN_36_CA_19,"Kingsclere","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/54816/Kingsclere%20Conservation%20Area%20Appraisal%20Map.pdf",area-appraisal,,,2017-12-11,,44006783.0
D_BAN_36_CA_19_2,BAN_36_CA_19,"Kingsclere","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/54816/Kingsclere%20Conservation%20Area%20Appraisal%20Map.pdf,area-map,,,2017-12-11,,44006783.0
D_BAN_36_CA_20_1,BAN_36_CA_20,"Laverstoke and Freefolk","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/69129/Laverstoke%20and%20Freefolk%20Appraisal%20and%20Management%20Plan.pdf",area-appraisal,,,2021-12-14,,44003547.0
D_BAN_36_CA_20_2,BAN_36_CA_20,"Laverstoke and Freefolk","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/69130/Laverstoke%20and%20Freefolk%20Appraisal%20MAP%2005.pdf,area-map,,,2021-12-14,,44003547.0
D_BAN_36_CA_21_1,BAN_36_CA_21,"Mapledurwell","https://www.basingstoke.gov.uk/conservationappraisals","https://www.basingstoke.gov.uk/content/page/33828/Mapledurwell%20Conservation%20Area%20Appraisal.pdf",area-appraisal,,,2003-07-17,,44003549.0
D_BAN_36_CA_21_2,BAN_36_CA_21,"Mapledurwell","https://www.basingstoke.gov.uk/conservationappraisals",https://www.basingstoke.gov.uk/content/page/33829/Mapledurwell%20Conservation%20Area%20Map.pdf,area-map,,,2003-07-17,,44003549.0
