reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_KIR_187_CA_1_1,KIR_187_CA_1,"Almondbury","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx","",area-appraisal,,,,,44006374.0
D_KIR_187_CA_1_2,KIR_187_CA_1,"Almondbury","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx",https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/pdf/conservation-maps/Almondbury.pdf,area-map,,,,,44006374.0
D_KIR_187_CA_2_1,KIR_187_CA_2,"Armitage Bridge","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx","",area-appraisal,,,,,44006390.0
D_KIR_187_CA_2_2,KIR_187_CA_2,"Armitage Bridge","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx",https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/pdf/conservation-maps/ArmitageBridge.pdf,area-map,,,,,44006390.0
D_KIR_187_CA_3_1,KIR_187_CA_3,"Batley Market Place","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/pdf/conservation-appraisals/BatleyMarketPlace.pdf",area-appraisal,,,2006-01-01,,44006371.0
D_KIR_187_CA_3_2,KIR_187_CA_3,"Batley Market Place","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx",https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/pdf/conservation-maps/BatleyMarketPlace.pdf,area-map,,,2006-01-01,,44006371.0
D_KIR_187_CA_4_1,KIR_187_CA_4,"Birkby","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx","",area-appraisal,,,,,44006420.0
D_KIR_187_CA_4_2,KIR_187_CA_4,"Birkby","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx",https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/pdf/conservation-maps/Birkby.pdf,area-map,,,,,44006420.0
D_KIR_187_CA_5_1,KIR_187_CA_5,"Birstall","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/pdf/conservation-appraisals/Birstall.pdf",area-appraisal,,,1998-01-01,,44006423.0
D_KIR_187_CA_5_2,KIR_187_CA_5,"Birstall","https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/conservation-area-maps.aspx",https://www.kirklees.gov.uk/beta/trees-listing-and-conservation/pdf/conservation-maps/Birstall.pdf,area-map,,,1998-01-01,,44006423.0
