reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_296_SHO_CA1_1,296_SHO_CA1,"Tydd Gote","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001582
D_296_SHO_CA1_2,296_SHO_CA1,"Tydd Gote","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001582
D_296_SHO_CA2_1,296_SHO_CA2,"Tydd St Mary","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001581
D_296_SHO_CA2_2,296_SHO_CA2,"Tydd St Mary","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001581
D_296_SHO_CA3_1,296_SHO_CA3,"Long Sutton","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001583
D_296_SHO_CA3_2,296_SHO_CA3,"Long Sutton","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001583
D_296_SHO_CA4_1,296_SHO_CA4,"Gedney Dawsmere","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001584
D_296_SHO_CA4_2,296_SHO_CA4,"Gedney Dawsmere","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001584
D_296_SHO_CA5_1,296_SHO_CA5,"Fleet","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001579
D_296_SHO_CA5_2,296_SHO_CA5,"Fleet","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001579
D_296_SHO_CA6_1,296_SHO_CA6,"Fleet Hargate","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001580
D_296_SHO_CA6_2,296_SHO_CA6,"Fleet Hargate","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001580
D_296_SHO_CA7_1,296_SHO_CA7,"Holbeach","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44005910
D_296_SHO_CA7_2,296_SHO_CA7,"Holbeach","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44005910
D_296_SHO_CA8_1,296_SHO_CA8,"Moulton","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001578
D_296_SHO_CA8_2,296_SHO_CA8,"Moulton","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001578
D_296_SHO_CA9_1,296_SHO_CA9,"Crowland","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001585
D_296_SHO_CA9_2,296_SHO_CA9,"Crowland","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001585
D_296_SHO_CA10_1,296_SHO_CA10,"Spalding","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001575
D_296_SHO_CA10_2,296_SHO_CA10,"Spalding","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001575
D_296_SHO_CA11_1,296_SHO_CA11,"Pinchbeck","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44005911
D_296_SHO_CA11_2,296_SHO_CA11,"Pinchbeck","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44005911
D_296_SHO_CA12_1,296_SHO_CA12,"Gosberton","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001576
D_296_SHO_CA12_2,296_SHO_CA12,"Gosberton","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001576
D_296_SHO_CA13_1,296_SHO_CA13,"Donnington","https://www.sholland.gov.uk/mapping","",area-appraisal,"Polygons on interactive map. No appraisal document",,,,44001577
D_296_SHO_CA13_2,296_SHO_CA13,"Donnington","https://www.sholland.gov.uk/mapping",https://shdc.dynamicmaps.co.uk/MapThat_SHDC_Public/Default.aspx,area-map,"Polygons on interactive map. No appraisal document",,,,44001577
