reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
84_CHR_CA1,"Adderbury",,"https://www.cherwell.gov.uk/download/downloads/id/352/adderbury-conservation-area-appraisal-april-2012.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/1OKeTmBest Map is shown on page 4 of the appraisal document. ",,,,44005311
84_CHR_CA2,"Ardley",,"https://www.cherwell.gov.uk/download/downloads/id/9312/ardley-conservation-area-appraisal-draft-september-2019.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/1b8T5D0Best Map is shown on page 5 of the appraisal document. ",,,,44005312
84_CHR_CA3,"Balscote",,"https://www.cherwell.gov.uk/download/downloads/id/354/balscote-conservation-area-appraisal-march-1998.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/1by98SBest Map is shown on page 10 of the appraisal document. ",,,,44005313
84_CHR_CA4,"Banbury",,"https://www.cherwell.gov.uk/download/downloads/id/357/banbury-conservation-area-appraisal-june-2017.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/0DiP0jBest Map is shown on page 11 of the appraisal document. ",,,,44005314
84_CHR_CA5,"Banbury Grimsbury",,"https://www.cherwell.gov.uk/download/downloads/id/358/banbury-grimsbury-conservation-area-appraisal-january-2007.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/0ObOq9Best Map is shown on page 9 of the appraisal document. ",,,,44005331
84_CHR_CA6,"Barford St John",,"https://www.cherwell.gov.uk/download/downloads/id/359/barfords-conservation-area-appraisal-december-2013.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/11Oujn0Best Map is shown on page 7 of the appraisal document. ",,,,44005315
84_CHR_CA7,"Barford St Michael",,"https://www.cherwell.gov.uk/download/downloads/id/359/barfords-conservation-area-appraisal-december-2013.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/CSvTuBest Map is shown on page 7 of the appraisal document. ",,,,44005316
84_CHR_CA8,"Begbroke",,"https://www.cherwell.gov.uk/download/downloads/id/360/begbroke-conservation-area-appraisal-june-2008.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/z5Xi9Best Map is shown on page 6 of the appraisal document. ",,,,44005317
84_CHR_CA9,"Bicester",,"https://www.cherwell.gov.uk/download/downloads/id/361/bicester-conservation-area-appraisal-august-2011.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/1WG5KDBest Map is shown on page 5 of the appraisal document. ",,,,44005318
84_CHR_CA10,"Bletchingdon",,"https://www.cherwell.gov.uk/download/downloads/id/362/bletchingdon-conservation-area-appraisal-july-2008.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/195SKLBest Map is shown on page 6 of the appraisal document. ",,,,44005319
84_CHR_CA11,"Bloxham",,"https://www.cherwell.gov.uk/download/downloads/id/363/bloxham-conservation-area-appraisal-may-2007.pdf","https://www.cherwell.gov.uk/directory/34/conservation-and-heritage","Polygon on interactive map, https://arcg.is/11Dm5PBest Map is shown on page 12 of the appraisal document. ",,,,44005320
