reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
385_WRT_CA1,"Bewsey Street",,"https://www.warrington.gov.uk/sites/default/files/2019-08/bewsey_street_conservation_area_appraisal.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Extra documents are available. Best Map is shown on page 10 of the appraisal document. ",,,,44000429
385_WRT_CA2,"Bridge Street",,"https://www.warrington.gov.uk/sites/default/files/2019-08/bridge_street_conservation_area_appraisal.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Extra documents are available. Best Map is shown on page 10 of the appraisal document. ",,,,44006217
385_WRT_CA3,"Buttermarket Street",,"https://www.warrington.gov.uk/sites/default/files/2019-08/buttermarket_street_conservation_area_appraisal.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Extra documents are available. Best Map is shown on page 10 of the appraisal document. ",,,,44006218
385_WRT_CA4,"Church Street",,"https://www.warrington.gov.uk/sites/default/files/2019-08/church_street_conservation_area_appraisal.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Extra documents are available. Best Map is shown on page 9 of the appraisal document. ",,,,44006219
385_WRT_CA5,"Culcheth",,"https://www.warrington.gov.uk/sites/default/files/2019-08/culcheth.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44006222
385_WRT_CA6,"Ackers Road and Marlborough Crescent, Stockton Heath",,"https://www.warrington.gov.uk/sites/default/files/2019-08/grappenhall_and_stockton_heath_consevation_area_1.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44000427
385_WRT_CA7,"Grappenhall Village",,"https://www.warrington.gov.uk/sites/default/files/2019-08/grappenhall_village.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44006220
385_WRT_CA8,"Greenhalls Brewery",,"https://www.warrington.gov.uk/sites/default/files/2019-08/greenalls_brewery.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44006221
385_WRT_CA9,"Lymm",,"https://www.warrington.gov.uk/sites/default/files/2019-08/lymm.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44000425
385_WRT_CA10,"Palmyra Square",,"https://www.warrington.gov.uk/sites/default/files/2019-08/palmyra_conservation_area_appraisal.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Extra documents are available. Best Map is shown on page 7 of the appraisal document. ",,,,44006223
385_WRT_CA11,"London Road and Grappenhall Road, Stockton Heath",,"https://www.warrington.gov.uk/sites/default/files/2019-08/stockton_heath_conservation_area_leaflet.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44000426
385_WRT_CA12,"Thelwall Village",,"https://www.warrington.gov.uk/sites/default/files/2019-08/thelwall_village.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44000428
385_WRT_CA13,"Town Hall",,"https://www.warrington.gov.uk/sites/default/files/2019-08/town_hall_conservation_area_appraisal.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Extra documents are available. Best Map is shown on page 8 of the appraisal document. ",,,,44006224
385_WRT_CA14,"Victoria Road and York Drive, Grappenhall",,"https://www.warrington.gov.uk/sites/default/files/2019-08/grappenhall_and_stockton_heath_consevation_area_1.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44000424
385_WRT_CA15,"Walton Village",,"https://www.warrington.gov.uk/sites/default/files/2019-08/walton_village.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44000423
385_WRT_CA16,"Winwick Street",,"https://www.warrington.gov.uk/sites/default/files/2019-08/winwick_street.pdf","https://www.warrington.gov.uk/evidence-base-heritage-and-built-environment","Best Map is shown on page 4 of the appraisal document. ",,,,44000430
