reference,name,designation-date,document-url,documentation-url,notes,entry_date,start_date,end_date,ca_entity
27_ALL_CA1,"Allonby",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005033
27_ALL_CA2,"Blennerhasset",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005034
27_ALL_CA3,"Bowness-on-Solway",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005040
27_ALL_CA4,"Caldbeck",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005046
27_ALL_CA5,"Cockermouth",,"https://www-cloudfront.allerdale.gov.uk/media/filer_public/0b/1e/0b1e24f1-0b17-49a9-a999-98a5b72e5e25/cockermouth_character_appraisal.pdf","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map",,,,44005028
27_ALL_CA6,"Gamelsby",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005041
27_ALL_CA7,"Greysouthen",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005026
27_ALL_CA8,"Hayton",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005035
27_ALL_CA9,"Kirkbampton",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005042
27_ALL_CA10,"Maryport",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005031
27_ALL_CA11,"Mawbray",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005036
27_ALL_CA12,"Papcastle",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005027
27_ALL_CA13,"Port Carlisle",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005043
27_ALL_CA14,"St. Michaels, Workington",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005032
27_ALL_CA15,"Silloth",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005039
27_ALL_CA16,"Torpenhow",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005037
27_ALL_CA17,"Westnewton",,"https://www-cloudfront.allerdale.gov.uk/media/filer_public/6d/df/6ddf2d64-6f6b-41d2-83a7-5a58be832eb0/westnewton_character_appraisal.pdf","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map",,,,44005038
27_ALL_CA18,"West Curthwaite",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005044
27_ALL_CA19,"Wigton",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005045
27_ALL_CA20,"Portland Square, Workington",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005029
27_ALL_CA21,"Brow Top, Workington",,"","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/conservation-natural-historic-environment/conservation-areas/","Polygons on interactive map. No appraisal document",,,,44005030
