reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,ca_entity
D_331_SWT_CA1_1,331_SWT_CA1,"Alcombe","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F23%2E%20wsc%2Dminehead%2Dcons%2Darea%2Dreview%2D2003%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1",area-appraisal,"Appraisal from Minehead",,,,44007131
D_331_SWT_CA1_2,331_SWT_CA1,"Alcombe","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F1%2E%20wsc%2Dalcombe%2Dconservation%2Darea%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1,area-map,"Appraisal from Minehead",,,,44007131
D_331_SWT_CA2_1,331_SWT_CA2,"Ashbrittle","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F2%2Eb%20%2D%20ashbrittle%2Dconservation%2Darea%2Dappraisal%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1",area-appraisal,"Extra documents are available. ",,,,44006996
D_331_SWT_CA2_2,331_SWT_CA2,"Ashbrittle","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F2%2Ea%20%2D%20ashbrittle%2Dca%2Dplan%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1,area-map,"Extra documents are available. ",,,,44006996
D_331_SWT_CA3_1,331_SWT_CA3,"Ash Priors","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/","",area-appraisal,"No appraisal document",,,,44006992
D_331_SWT_CA3_2,331_SWT_CA3,"Ash Priors","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F3%2E%20ash%2Dpriors%2Dca%2Dplan%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1,area-map,"No appraisal document",,,,44006992
D_331_SWT_CA4_1,331_SWT_CA4,"Bathealton","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/","https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F4%2Eb%2E%20bathealton%2Dconservation%2Darea%2Dappraisal%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1",area-appraisal,"Extra documents are available. ",,,,44006995
D_331_SWT_CA4_2,331_SWT_CA4,"Bathealton","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F4%2Ea%2E%20bathealton%2Dca%2Dplan%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1,area-map,"Extra documents are available. ",,,,44006995
D_331_SWT_CA5_1,331_SWT_CA5,"Bishops Hull","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/","",area-appraisal,"No appraisal document",,,,44006989
D_331_SWT_CA5_2,331_SWT_CA5,"Bishops Hull","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F5%2E%20bishops%2Dhull%2Dca%2Dplan%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1,area-map,"No appraisal document",,,,44006989
