reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date
26_ADU_CA1,"Kingston Buci",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,141891,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 3 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA2,"North Lancing",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,141892,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 2 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA3,"Old Shoreham",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,141893,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 3 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA4,"Shoreham-by-Sea",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,99434,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 37 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA5,"Sompting",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,141894,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 2 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA6,"Southlands",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,99435,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 23 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA7,"Southwick - Area 1 - RIVERSIDE",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 16 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA8,"Southwick - Area 2 - MANOR HOUSE",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 20 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA9,"Southwick - Area 3 - SOUTHWICK STREET, SOUTHDOWN ROAD & ROMAN CRESCENT",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 24 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA10,"Southwick - Area 4 - THE GREEN",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 28 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA11,"Southwick - Area 5 - CHURCH LANE",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 35 of the appraisal document. ",local-authority:ADU,,,
26_ADU_CA12,"Southwick - Area 6 - WATERDYKE AVENUE",2023-12-25,"https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/",,,"Best Map is shown on page 39 of the appraisal document. ",local-authority:ADU,,,
31_ASH_CA1,"Ashford Town Centre",2023-12-25,"https://www.ashford.gov.uk/media/e53d2j2w/adopted-town-centre-conservation-area-appraisal-and-management-plan.pdf","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"Best Map is shown on page 3 of the appraisal document. ",local-authority:ASH,,,
31_ASH_CA2,"Ashford - Queens Road",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"Best Map is shown on page 3 of the appraisal document. ",local-authority:ASH,,,
31_ASH_CA3,"Chilham",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA4,"Charing",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA5,"Egerton",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA6,"Westwell",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA7,"Wye",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA8,"Boughton Lees",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA9,"Pluckley",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA10,"Little Chart",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA11,"Little Chart Forstal",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA12,"Hothfield",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA13,"Kennington & Ball Lane Part",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA14,"Kennington & Ball Lane",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA15,"Pluckley Station",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA16,"Smarden",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA17,"Brabourne",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA18,"Willesborough Lees",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA19,"Lacton Green",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA20,"Great Chart",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA21,"Bethersden",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA22,"Biddenden",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA23,"High Halden",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA24,"Shadoxhurst",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA25,"Kingsnorth",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA26,"St Michaels",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA27,"Woodchurch",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA28,"Tenterden",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA29,"Rolvenden",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA30,"Rolvenden Layne",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA31,"Small Hythe",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA32,"Reading Street",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA33,"Warehorne - The Leacon",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA34,"Hamstreet",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA35,"Bilsington",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA36,"Warehorne - The Green",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA37,"Appledore",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA38,"Stone in Oxney",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA39,"Wittersham",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA40,"Newenden",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA41,"Mersham",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA42,"Smeeth",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA43,"Aldington - Church Area",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
31_ASH_CA44,"Aldington - Clap Hill",2023-12-25,"No Appraisal document","https://www.ashford.gov.uk/planning-and-development/building-conservation-and-heritage/conservation-areas/",,,"",local-authority:ASH,,,
37_BAR_CA1,"Barrow Island",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"Documents say 11 and 9 areas and couldn't find maps",local-authority:BAR,,,
37_BAR_CA2,"Biggar Village",2023-12-25,"see notes","https://www.barrowbc.gov.uk/conservation-areas",,,"",local-authority:BAR,,,
