reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date
D_26_ADU_CA1_1,26_ADU_CA1,"Kingston Buci","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,141891,smxx.pdf",area-appraisal,"Best Map is shown on page 3 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA2_1,26_ADU_CA2,"North Lancing","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,141892,smxx.pdf",area-appraisal,"Best Map is shown on page 2 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA3_1,26_ADU_CA3,"Old Shoreham","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,141893,smxx.pdf",area-appraisal,"Best Map is shown on page 3 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA4_1,26_ADU_CA4,"Shoreham-by-Sea","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,99434,smxx.pdf",area-appraisal,"Best Map is shown on page 37 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA5_1,26_ADU_CA5,"Sompting","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,141894,smxx.pdf",area-appraisal,"Best Map is shown on page 2 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA6_1,26_ADU_CA6,"Southlands","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,99435,smxx.pdf",area-appraisal,"Best Map is shown on page 23 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA7_1,26_ADU_CA7,"Southwick - Area 1 - RIVERSIDE","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf",area-appraisal,"Best Map is shown on page 16 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA8_1,26_ADU_CA8,"Southwick - Area 2 - MANOR HOUSE","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf",area-appraisal,"Best Map is shown on page 20 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA9_1,26_ADU_CA9,"Southwick - Area 3 - SOUTHWICK STREET, SOUTHDOWN ROAD & ROMAN CRESCENT","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf",area-appraisal,"Best Map is shown on page 24 of the appraisal document. ",local-authority:ADU,,,
D_26_ADU_CA10_1,26_ADU_CA10,"Southwick - Area 4 - THE GREEN","https://www.adur-worthing.gov.uk/planning-policy/adur/adur-conservation-and-heritage/adur-conservation-areas/","https://www.adur-worthing.gov.uk/media/Media,99436,smxx.pdf",area-appraisal,"Best Map is shown on page 28 of the appraisal document. ",local-authority:ADU,,,
