reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_6_1,6,"Akroydon","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/Akroydon-conservation-area.pdf",area-appraisal,,,1976-12-15,,44003010
D_7_1,7,"Copley","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/Copley-conservation-area.pdf",area-appraisal,,,1983-10-18,,44007919
D_2_1,2,"Elland","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/elland-conservation-area.pdf",area-appraisal,,,1992-02-25,,44007924
D_4_1,4,"Halifax Town Centre","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/halifax-town-conservation-area.pdf",area-appraisal,,,1974-10-23,,44003008
D_13_1,13,"Hebden Bridge","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/hebden-bridge-conservation-area.pdf",area-appraisal,,,1973-07-27,,44007920
D_18_1,18,"Heptonstall","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/heptonstall-conservation-area.pdf",area-appraisal,,,1971-01-07,,44007922
D_15_1,15,"Huddersfield Road East, Halifax","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/Huddersfield-Road-East-conservation-area.pdf",area-appraisal,,,2005-10-24,,44003020
D_9_1,9,"Luddenden","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/luddenden-conservation-area.pdf",area-appraisal,,,1973-02-26,,44003014
D_14_1,14,"Lumbutts and Mankinholes","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/lumbutts-mankinholes-conservation-area.pdf",area-appraisal,,,1980-12-03,,44007921
D_12_1,12,"Mill Bank and Cottonstones","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/mill-bank-cottonstones-conservation-area.pdf",area-appraisal,,,1976-06-23,,44003018
D_17_1,17,"Mytholmroyd","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/mytholmroyd-conservation-area.pdf",area-appraisal,,,2001-07-02,,44003022
D_9697_1,9697,"Northowram Village","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/northowram-village-conservation-area.pdf",area-appraisal,,,2011-01-10,,44005066
D_5_1,5,"Peoples Park","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/peoples-park-conservation-area.pdf",area-appraisal,,,1981-09-23,,44003009
D_8_1,8,"Ripponden","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/ripponden-conservation-area.pdf",area-appraisal,,,1972-03-10,,44003013
D_19_1,19,"Savile Park","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/savile-park-conservation-area.pdf",area-appraisal,,,2005-10-24,,44003012
D_16_1,16,"Skircoat Green","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/skircoat-green-conservation-area.pdf",area-appraisal,,,2004-10-24,,44003021
D_11_1,11,"Sowerby Bridge","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/sowerby-bridge-conservation-area.pdf",area-appraisal,,,1984-06-05,,44003016
D_3_1,3,"Stainland","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/stainland-conservation-area.pdf",area-appraisal,,,1982-11-30,,44003007
D_1_1,1,"Todmorden","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/todmorden-conservation-area.pdf",area-appraisal,,,1974-03-01,,44007923
D_10_1,10,"Warley","https://new.calderdale.gov.uk/planning-and-building-control/conservation","https://new.calderdale.gov.uk/sites/default/files/2023-06/warley-conservation-area.pdf",area-appraisal,,,1976-10-20,,44003015
D_New445_1,New445,"West Vale","https://new.calderdale.gov.uk/planning-and-building-control/conservation","No Appraisal document",area-appraisal,,,2023-08-07,,
D_New445_2,New445,"West Vale","https://new.calderdale.gov.uk/planning-and-building-control/conservation",https://new.calderdale.gov.uk/sites/default/files/2023-09/Conservation-area-west-vale-august-2023.pdf,area-map,,,2023-08-07,,
