reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
8376,"Allonby",,"https://www-cloudfront.allerdale.gov.uk/media/filer_public/f2/d1/f2d19ff9-b975-49e6-bcc8-9df050caf301/conservation_area_spd_-_adopted_document.pdf","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/supplementary-planning-documents-spd/conservation-area-spd/",,,"",,2016-03-02,,44005033
7987,"Beckermet",,"https://www.copeland.gov.uk/sites/default/files/attachments/adopted_ca_design_uide.pdf","https://www.copeland.gov.uk/content/conservation-area-design-guide",,,"Shared appraisal Best Map is shown on page 42 of the appraisal document. ",,,,44000250
8377,"Blennerhasset",,"https://www-cloudfront.allerdale.gov.uk/media/filer_public/f2/d1/f2d19ff9-b975-49e6-bcc8-9df050caf301/conservation_area_spd_-_adopted_document.pdf","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/supplementary-planning-documents-spd/conservation-area-spd/",,,"Shared appraisal",,2016-03-02,,44005034
200160,"Botchergate",,"https://www.carlisle.gov.uk/Portals/0/Documents/PDF/ED.27.12_Botchergate_Conservation_Area_Appraisal_Final_version.pdf?ver=aAd00mRynqWcOQkt1ZSY8g%3d%3d","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"Duplicate of 44005069, should be kept",,1994-01-01,,44009142
8378,"Bowness-on-Solway",,"https://www-cloudfront.allerdale.gov.uk/media/filer_public/f2/d1/f2d19ff9-b975-49e6-bcc8-9df050caf301/conservation_area_spd_-_adopted_document.pdf","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/supplementary-planning-documents-spd/conservation-area-spd/",,,"Shared appraisal",,2016-03-02,,44005040
199927,"Brampton",,"https://www.carlisle.gov.uk/Portals/0/Documents/PDF/Brampton%20CA%20appraisal_manplan%20(1).pdf?ver=binFIdf-Xjx7cakyEjQ1NQ%3d%3d","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,2003-01-01,,44001001
277707,"Brisco",,"https://www.carlisle.gov.uk/Portals/0/Documents/PDF/Brisco%20Gatefold%20Conservation%20Area%20Leaflet%20print%20version.pdf?ver=D3wvd1xZ5uMT6hZ76LMnvg%3d%3d","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,," Best Map is shown on page 2 of the appraisal document. ",,2020-06-22,,44009145
8396,"Brow Top, Workington",,"https://www-cloudfront.allerdale.gov.uk/media/filer_public/f2/d1/f2d19ff9-b975-49e6-bcc8-9df050caf301/conservation_area_spd_-_adopted_document.pdf","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/supplementary-planning-documents-spd/conservation-area-spd/",,,"",,1974-01-01,,44005030
199758,"Burgh by Sands",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44001002
8379,"Caldbeck",,"https://www-cloudfront.allerdale.gov.uk/media/filer_public/f2/d1/f2d19ff9-b975-49e6-bcc8-9df050caf301/conservation_area_spd_-_adopted_document.pdf","https://www.allerdale.gov.uk/en/planning-building-control/planning-policy/supplementary-planning-documents-spd/conservation-area-spd/",,,"Shared appraisal",,2016-03-02,,44005046
200146,"Carlisle City Centre",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"Duplicate of 44005070, should be kept",,,,44009143
200149,"Carlisle-Settle Railway",,"No Appraisal document","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44005076
200152,"Chatsworth Square and Portland Square",,"https://www.carlisle.gov.uk/Portals/0/Documents/PDF/Chatsworth%20Square%20Portland%20Square%20Conservation%20Area%20Appraisal%20Final%20March%202018.pdf?ver=IRxy7GkfvMLRk7QBX9TP7Q%3d%3d","https://www.carlisle.gov.uk/Residents/Planning-Building-Control/Heritage-and-Conservation/Conservation-Areas",,,"",,,,44009144
