reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_91_1,91,"All Saints","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,1983-10-01,,44008233
D_91_2,91,"All Saints","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20323/1_ca-all-saints-map-11-06eps.pdf,area-map,,,1983-10-01,,44008233
D_88_1,88,"Bumble Hole","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,1995-06-01,,44008237
D_88_2,88,"Bumble Hole","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20325/3_ca-bumble-hole-map-11-06.pdf,area-map,,,1995-06-01,,44008237
D_87_1,87,"Castle Hill","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,2005-03-01,,44008232
D_87_2,87,"Castle Hill","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20326/4_ca-castle-hill-map-11-06ai.pdf,area-map,,,2005-03-01,,44008232
D_73_1,73,"Church Road","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,1975-02-01,,44008226
D_73_2,73,"Church Road","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20327/5_ca-church-road-map-11-06ai.pdf,area-map,,,1975-02-01,,44008226
D_68_1,68,"Delph 'Nine' Locks","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,2007-04-01,,44008217
D_68_2,68,"Delph 'Nine' Locks","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20329/7_delph-nine-locks-05-2007ai.pdf,area-map,,,2007-04-01,,44008217
D_93_1,93,"Dudley Town Centre","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,2015-10-01,,44008242
D_93_2,93,"Dudley Town Centre","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20330/8_dudley-town-centre-ca.pdf,area-map,,,2015-10-01,,44008242
D_71_1,71,"Stoubridge High Street","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,2005-09-01,,44008223
D_71_2,71,"Stoubridge High Street","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20331/9_high-st-stour.pdf,area-map,,,2005-09-01,,44008223
D_83_1,83,"Brierley Hill High Street","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,,,44008234
D_83_2,83,"Brierley Hill High Street","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20324/2_ca_brierleyhillhighstai.pdf,area-map,,,,,44008234
D_80_1,80,"Love Lane, Oldswinford","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,1998-04-01,,44008221
D_80_2,80,"Love Lane, Oldswinford","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20333/11_ca-love-lane-mapjuly09ai.pdf,area-map,,,1998-04-01,,44008221
D_96_1,96,"Lutley Mill, Halesowen","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,2022-05-26,,44008244
D_96_2,96,"Lutley Mill, Halesowen","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20334/12_web_lutleymap.pdf,area-map,,,2022-05-26,,44008244
D_92_1,92,"Mushroom Green","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,1977-10-01,,44008240
D_92_2,92,"Mushroom Green","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20335/13_mushroom-green-map.pdf,area-map,,,1977-10-01,,44008240
D_86_1,86,"Oak Street, Coseley","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,1969-11-01,,44008231
D_86_2,86,"Oak Street, Coseley","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20336/14_oak-street-map.pdf,area-map,,,1969-11-01,,44008231
D_89_1,89,"Parkhead Locks, Dudley","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,1981-05-01,,44008238
D_89_2,89,"Parkhead Locks, Dudley","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20337/15_parkhead-locks-map.pdf,area-map,,,1981-05-01,,44008238
D_70_1,70,"Stourbridge Branch Canal","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,2007-04-01,,44008222
D_70_2,70,"Stourbridge Branch Canal","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20338/16_stour-amb-updpdf.pdf,area-map,,,2007-04-01,,44008222
D_74_1,74,"Stourbridge Canal","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,2007-04-01,,44008227
D_74_2,74,"Stourbridge Canal","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20339/17_stour-canal-st-05-2007ai.pdf,area-map,,,2007-04-01,,44008227
D_75_1,75,"Stourbridge Sixteen Locks","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/","No Appraisal document",area-appraisal,,,2007-04-01,,44008229
D_75_2,75,"Stourbridge Sixteen Locks","https://www.dudley.gov.uk/residents/planning/historic-environment/conservation-areas/",https://www.dudley.gov.uk/media/20340/18_stourbridge_16_locks_2019_update.pdf,area-map,,,2007-04-01,,44008229
