reference,name,designation-date,document-url,documentation-url,geometry,point,notes,entry_date,start_date,end_date,entity
7805,"Ashwood Road and Heathside Park Road",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004300
7806,"Aviary Road, Pyrford",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004296
New4703,"Basingstoke Canal West",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,
New4704,"Basingstoke Canal East",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,
New4705,"Basingstoke Canal Central",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,
7808,"Birchwood Road, West Byfleet",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004312
7809,"Brooklands",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004295
7810,"Brookwood Cemetery",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004304
7811,"Byfleet Corner and Rosemount Parade, West Byfleet",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004309
7812,"Byfleet Village",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004294
7813,"Fishers Hill, Hook Heath",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004302
7814,"Holyoake Crescent, Horsell",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004308
7815,"Horsell",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004307
7816,"Horsell Birch",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004306
7817,"Lower Knaphill",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004305
7818,"Mount Hermon",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004301
7819,"Old Avenue, West Byfleet",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004311
7820,"Old Woking",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004298
7821,"Pond Road, Hook Heath",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004303
7822,"Pyrford",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004297
7824,"St John's",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004314
7823,"Station Approach, West Byfleet",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004310
7825,"Sutton Park and Sutton Green",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004292
7826,"The Hockering",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004299
8667,"Wey and Godalming Navigations",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps/wey-and",,,"Canal conservation area, map spread over multiple documents",,,,44004267
7828,"Wheatsheaf",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004316
7829,"Woking Town Centre",,"No Appraisal document","https://www.woking.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-and-maps",,,"",,,,44004315
