reference,conservation-area,name,documentation-url,document-url,document-type,notes,entry_date,start_date,end_date,entity
D_DCO115_1,DCO115,"Altarnun",,"https://map.cornwall.gov.uk/reports_conservation_areas/Altarnun.pdf",area-appraisal,,,,,44002648
D_DCO139_1,DCO139,"Anderton",,"Not Yet",area-appraisal,,,,,44002683
D_DCO138_1,DCO138,"Antony",,"Not Yet",area-appraisal,,,,,44002679
D_DCO121_1,DCO121,"Berry Tower, Bodmin",,"Not Yet",area-appraisal,,,,,44002664
D_DCO122_1,DCO122,"Blisland",,"https://map.cornwall.gov.uk/reports_conservation_areas/Blisland.pdf",area-appraisal,,,1997-02-03,,44002687
D_DCO140_1,DCO140,"Bodinnick",,"Not Yet",area-appraisal,,,,,44002686
D_DCO119_1,DCO119,"Bodmin",,"https://map.cornwall.gov.uk/reports_conservation_areas/Bodmin_CA_Statement.pdf",area-appraisal,,,1999-05-17,,44002663
D_DCO141_1,DCO141,"Bohetherick / St Dominick",,"Not Yet",area-appraisal,,,,,44002667
D_DCO172_1,DCO172,"Bojewyan",,"Not Yet",area-appraisal,,,,,44002619
D_DCO111_1,DCO111,"Boscastle",,"https://map.cornwall.gov.uk/reports_conservation_areas/Boscastle.pdf",area-appraisal,,,,,44002658
D_DCO173_1,DCO173,"Boscaswell",,"Not Yet",area-appraisal,,,,,44002620
D_DCO174_1,DCO174,"Botallack & Truthwall",,"Not Yet",area-appraisal,,,,,44002616
D_DCO85_1,DCO85,"Breage",,"https://map.cornwall.gov.uk/reports_conservation_areas/Breage%20CAA%20and%20MC%20march%202010.pdf",area-appraisal,,,2010-04-24,,44004002
D_DCO116_1,DCO116,"Bude",,"https://map.cornwall.gov.uk/reports_conservation_areas/Bude.pdf",area-appraisal,,,2010-04-24,,44003986
D_DCO82_1,DCO82,"Cadgwith",,"Not Yet",area-appraisal,,,,,44002636
D_DCO56_1,DCO56,"Callestick",,"Not Yet",area-appraisal,,,,,44000685
D_DCO142_1,DCO142,"Callington",,"Not Yet",area-appraisal,,,,,44002645
D_DCO143_1,DCO143,"Calstock, Church Street",,"Not Yet",area-appraisal,,,,,44002666
D_DCO171_1,DCO171,"Camborne (Town Centre)",,"https://map.cornwall.gov.uk/reports_conservation_areas/CAMBORNE%20amended%20Apr%202010.pdf",area-appraisal,,,,,44004001
D_DCO123_1,DCO123,"Camelford",,"https://map.cornwall.gov.uk/reports_conservation_areas/Camelford.pdf",area-appraisal,,,,,44002640
D_DCO144_1,DCO144,"Cargreen",,"Not Yet",area-appraisal,,,,,44002680
D_DCO84_1,DCO84,"Carn Brea",,"Not Yet",area-appraisal,,,,,44002637
D_DCO175_1,DCO175,"Carnyorth",,"Not Yet",area-appraisal,,,,,44002623
D_DCO57_1,DCO57,"Chacewater",,"https://map.cornwall.gov.uk/reports_conservation_areas/Chacewater.pdf",area-appraisal,,,,,44003994
D_DCO124_1,DCO124,"Chapel Amble",,"https://map.cornwall.gov.uk/reports_conservation_areas/Chapel_Amble_CA_Statement.pdf",area-appraisal,,,1997-02-03,,44002653
D_DCO96_1,DCO96,"Charlestown",,"https://map.cornwall.gov.uk/reports_conservation_areas/Charlestown.pdf",area-appraisal,,,2022-08-17,,44006431
