reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_392_WYE_CA1_1,392_WYE_CA1,"Areley Kings Stourport-on-Severn","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/areley-kings-conservation-area/","https://www.wyreforestdc.gov.uk/media/ot3h1wne/20141211-areley-kings-cacappraisal-web-version.pdf",area-appraisal,"Best Map is shown on page 49 of the appraisal document. ",local-authority:WYE,,,,44006345
D_392_WYE_CA2_1,392_WYE_CA2,"Bewdley","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/bewdley-conservation-area/","https://www.wyreforestdc.gov.uk/media/lmgpjmr1/20150116-bewdley-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006349
D_392_WYE_CA2_2,392_WYE_CA2,"Bewdley","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/bewdley-conservation-area/",https://www.wyreforestdc.gov.uk/media/s4rc3h21/bewdley-ca-map-final.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006349
D_392_WYE_CA3_1,392_WYE_CA3,"Blakebrook (Kidderminster)","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/blakebrook/","https://www.wyreforestdc.gov.uk/media/rlypaqtp/20150109-blakebrook-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006340
D_392_WYE_CA3_2,392_WYE_CA3,"Blakebrook (Kidderminster)","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/blakebrook/",https://www.wyreforestdc.gov.uk/media/13cpl0ip/blakebrook-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006340
D_392_WYE_CA4_1,392_WYE_CA4,"Church Street (Kidderminster)","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/church-street-conservation-area/","https://www.wyreforestdc.gov.uk/media/tifb2sqy/20150116-church-street-cacappraisal-web-version.pdf",area-appraisal,"Extra documents are available. ",local-authority:WYE,,,,44006337
D_392_WYE_CA4_2,392_WYE_CA4,"Church Street (Kidderminster)","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/church-street-conservation-area/",https://www.wyreforestdc.gov.uk/media/vobiar1j/church-street-conservation-area-boundry.pdf,area-map,"Extra documents are available. ",local-authority:WYE,,,,44006337
D_392_WYE_CA5_1,392_WYE_CA5,"Gilgal (Stourport-on-Severn)","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/gilgal-conservation-area/","https://www.wyreforestdc.gov.uk/media/ebddn01j/20150116-gilgal-cacappraisal-web-version.pdf",area-appraisal,"Best Map is shown on page 39 of the appraisal document. ",local-authority:WYE,,,,44006346
D_392_WYE_CA6_1,392_WYE_CA6,"Green Street (Kidderminster)","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/green-street-conservation-area/","https://www.wyreforestdc.gov.uk/media/4h5bpomj/20150113-green-street-conservation-area-character-appraisal-and-management-plan-web-version1.pdf",area-appraisal,"Best Map is shown on page 44 of the appraisal document. ",local-authority:WYE,,,,44006353
D_392_WYE_CA7_1,392_WYE_CA7,"Stourport-on-Severn 1","https://www.wyreforestdc.gov.uk/planning-and-buildings/conservation-areas-and-listed-buildings/what-is-a-conservation-area/conservation-areas-in-wyre-forest/stourport-on-severn-no-1-conservation-area/","https://www.wyreforestdc.gov.uk/media/2ttpbpks/20150116-stouport-on-severn-1-cacappraisal-web-version.pdf",area-appraisal,"Best Map is shown on page 47 of the appraisal document. ",local-authority:WYE,,,,44006348
