reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_262_RDG_CA1_1,262_RDG_CA1,"Alexandra Road","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Alexandra_Road_Full.pdf",area-appraisal,"Best Map is shown on page 15 of the appraisal document. ",local-authority:RDG,,,,44001205
D_262_RDG_CA2_1,262_RDG_CA2,"Christchurch","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Christchurch_Full.pdf",area-appraisal,"Best Map is shown on page 24 of the appraisal document. ",local-authority:RDG,,,,44000840
D_262_RDG_CA3_1,262_RDG_CA3,"Downshire Square","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Downshire_Square_Full.pdf",area-appraisal,"Best Map is shown on page 22 of the appraisal document. ",local-authority:RDG,,,,44001204
D_262_RDG_CA4_1,262_RDG_CA4,"Eldon Square","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Eldon_Square_Full.pdf",area-appraisal,"Best Map is shown on page 22 of the appraisal document. ",local-authority:RDG,,,,44000837
D_262_RDG_CA5_1,262_RDG_CA5,"Horncastle","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Horncastle_Full.pdf",area-appraisal,"Best Map is shown on page 24 of the appraisal document. ",local-authority:RDG,,,,44000834
D_262_RDG_CA6_1,262_RDG_CA6,"Kendrick","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Kendrick_Full.pdf",area-appraisal,"Best Map is shown on page 22 of the appraisal document. ",local-authority:RDG,,,,44001207
D_262_RDG_CA7_1,262_RDG_CA7,"Market Place","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Market-Place-London-St-Original-CAA.pdf",area-appraisal,"Best Map is shown on page 26 of the appraisal document. ",local-authority:RDG,,,,44001202
D_262_RDG_CA8_1,262_RDG_CA8,"Redlands","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Redlands_Full.pdf",area-appraisal,"Best Map is shown on page 21 of the appraisal document. ",local-authority:RDG,,,,44000838
D_262_RDG_CA9_1,262_RDG_CA9,"Routh Lane","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Routh_Lane_full.pdf",area-appraisal,"Best Map is shown on page 27 of the appraisal document. ",local-authority:RDG,,,,44000835
D_262_RDG_CA10_1,262_RDG_CA10,"Castle Hill/Russell Street/Oxford Road","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2020/10/Final-Russell-Street-Castle-Hill-CAA-March-2020.pdf",area-appraisal,"Best Map is shown on page 134 of the appraisal document. ",local-authority:RDG,,,,44001206
D_262_RDG_CA11_1,262_RDG_CA11,"South Park","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/South_Park_full.pdf",area-appraisal,"Best Map is shown on page 27 of the appraisal document. ",local-authority:RDG,,,,44000836
D_262_RDG_CA12_1,262_RDG_CA12,"St Mary Butts / Castle Street","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/St-Mary-Castle-Street.pdf",area-appraisal,"Best Map is shown on page 31 of the appraisal document. ",local-authority:RDG,,,,44001203
D_262_RDG_CA13_1,262_RDG_CA13,"St Peters (Caversham)","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/St_Peters_CA_Appraisal_Final_Version_061118.pdf",area-appraisal,"Best Map is shown on page 12 of the appraisal document. ",local-authority:RDG,,,,44001201
D_262_RDG_CA14_1,262_RDG_CA14,"Surley Row (Caversham)","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/Surley_Row_Full.pdf",area-appraisal,"Best Map is shown on page 24 of the appraisal document. ",local-authority:RDG,,,,44001200
D_262_RDG_CA15_1,262_RDG_CA15,"The Mount","https://www.reading.gov.uk/planning-and-building-control/heritage-and-conservation/conservation-areas-listed-buildings/","https://images.reading.gov.uk/2019/12/The_Mount_Full.pdf",area-appraisal,"Best Map is shown on page 25 of the appraisal document. ",local-authority:RDG,,,,44000839
