reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_355_WAT_CA1_1,355_WAT_CA1,"Civic core","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/220/civic-core-conservation-area-character-appraisal-adopted-dec-2015",area-appraisal,"Polygons on interactive mapBest Map is shown on page 27 of the appraisal document. ",local-authority:WAT,,,,44001727
D_355_WAT_CA2_1,355_WAT_CA2,"Estcourt","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/218/escourt-conservation-area-character-appraisal-adopted-dec-2015",area-appraisal,"Polygons on interactive mapBest Map is shown on page 24 of the appraisal document. ",local-authority:WAT,,,,44004475
D_355_WAT_CA3_1,355_WAT_CA3,"Grove Mill Lane","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/209/grove-mill-conservation-area-character-appraisal-january-2017",area-appraisal,"Polygons on interactive mapBest Map is shown on page 4 of the appraisal document. ",local-authority:WAT,,,,44001729
D_355_WAT_CA4_1,355_WAT_CA4,"High Street and King Street","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/213/high-street-king-street-ca-character-appraisal-adopted-june-2013",area-appraisal,"Polygons on interactive mapBest Map is shown on page 21 of the appraisal document. ",local-authority:WAT,,,,44001731
D_355_WAT_CA5_1,355_WAT_CA5,"Macdonell Gardens","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/212/macdonnell-gardens-conservation-area-character-appraisal-draft-2017",area-appraisal,"Polygons on interactive mapBest Map is shown on page 19 of the appraisal document. ",local-authority:WAT,,,,44005282
D_355_WAT_CA6_1,355_WAT_CA6,"Nascot","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/219/nascot-conservation-area-character-appraisal-adopted-dec-2015",area-appraisal,"Polygons on interactive mapBest Map is shown on page 27 of the appraisal document. ",local-authority:WAT,,,,44001730
D_355_WAT_CA7_1,355_WAT_CA7,"Oxhey","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/216/oxhey-conservation-area-character-appraisal",area-appraisal,"Polygons on interactive mapBest Map is shown on page 21 of the appraisal document. ",local-authority:WAT,,,,44005283
D_355_WAT_CA8_1,355_WAT_CA8,"St Mary's","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/217/st-mary-s-conservation-area-character-appraisal-adopted-dec-2015",area-appraisal,"Polygons on interactive mapBest Map is shown on page 21 of the appraisal document. ",local-authority:WAT,,,,44004474
D_355_WAT_CA9_1,355_WAT_CA9,"The Square","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/221/the-square-character-appraisal-january-2017",area-appraisal,"Polygons on interactive mapBest Map is shown on page 26 of the appraisal document. ",local-authority:WAT,,,,44001726
D_355_WAT_CA10_1,355_WAT_CA10,"Watford Heath","https://www.watford.gov.uk/apply-planning-permission-2/conservation-areas-listed-buildings/2","https://www.watford.gov.uk/downloads/file/214/watford-heath-conservation-area-character-appraisal",area-appraisal,"Polygons on interactive mapBest Map is shown on page 18 of the appraisal document. ",local-authority:WAT,,,,44001728
