reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_346_TOR_CA1_1,346_TOR_CA1,"Appledore","https://www.torridge.gov.uk/article/11092/Conservation-Areas","No appraisal document",area-appraisal,"",local-authority:TOR,,,,44005739
D_346_TOR_CA1_2,346_TOR_CA1,"Appledore","https://www.torridge.gov.uk/article/11092/Conservation-Areas",https://www.torridge.gov.uk/media/999/Appledore/pdf/Appledore.pdf?m=1234440156730,area-map,"",local-authority:TOR,,,,44005739
D_346_TOR_CA2_1,346_TOR_CA2,"Ashreigney","https://www.torridge.gov.uk/article/11092/Conservation-Areas","No appraisal document",area-appraisal,"",local-authority:TOR,,,,44005726
D_346_TOR_CA2_2,346_TOR_CA2,"Ashreigney","https://www.torridge.gov.uk/article/11092/Conservation-Areas",https://www.torridge.gov.uk/media/1000/Ashreigney/pdf/Ashreigney.pdf?m=1234440158887,area-map,"",local-authority:TOR,,,,44005726
D_346_TOR_CA3_1,346_TOR_CA3,"Beaford","https://www.torridge.gov.uk/article/11092/Conservation-Areas","No appraisal document",area-appraisal,"",local-authority:TOR,,,,44005727
D_346_TOR_CA3_2,346_TOR_CA3,"Beaford","https://www.torridge.gov.uk/article/11092/Conservation-Areas",https://www.torridge.gov.uk/media/1001/Beaford/pdf/Beaford.pdf?m=1234440160807,area-map,"",local-authority:TOR,,,,44005727
D_346_TOR_CA4_1,346_TOR_CA4,"Bideford","https://www.torridge.gov.uk/article/11092/Conservation-Areas","No appraisal document",area-appraisal,"",local-authority:TOR,,,,44005734
D_346_TOR_CA4_2,346_TOR_CA4,"Bideford","https://www.torridge.gov.uk/article/11092/Conservation-Areas",https://www.torridge.gov.uk/media/1002/Bideford/pdf/Bideford_Feb_2009.pdf?m=1337772175153,area-map,"",local-authority:TOR,,,,44005734
D_346_TOR_CA5_1,346_TOR_CA5,"Bideford Clovelly Road","https://www.torridge.gov.uk/article/11092/Conservation-Areas","No appraisal document",area-appraisal,"",local-authority:TOR,,,,44005733
D_346_TOR_CA5_2,346_TOR_CA5,"Bideford Clovelly Road","https://www.torridge.gov.uk/article/11092/Conservation-Areas",https://www.torridge.gov.uk/media/1003/Bideford-Clovelly-Road/pdf/Bideford_Clovelly_Road.pdf?m=1234440168480,area-map,"",local-authority:TOR,,,,44005733
D_346_TOR_CA6_1,346_TOR_CA6,"Bideford East","https://www.torridge.gov.uk/article/11092/Conservation-Areas","No appraisal document",area-appraisal,"",local-authority:TOR,,,,44005735
D_346_TOR_CA6_2,346_TOR_CA6,"Bideford East","https://www.torridge.gov.uk/article/11092/Conservation-Areas",https://www.torridge.gov.uk/media/1004/Bideford-East/pdf/Bideford_East.pdf?m=1234440171260,area-map,"",local-authority:TOR,,,,44005735
