reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_106_DEB_CA1_1,106_DEB_CA1,"Ashbourne","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","https://www.derbyshiredales.gov.uk/documents/ashbourne-conservation-area-appraisal-00-front-cover-contents-and-summary/download",area-appraisal,"Extra documents are available. ",local-authority:DEB,,,,44004716
D_106_DEB_CA1_2,106_DEB_CA1,"Ashbourne","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/ashbourne-conservation-area-map/download,area-map,"Extra documents are available. ",local-authority:DEB,,,,44004716
D_106_DEB_CA2_1,106_DEB_CA2,"Bolehill","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","No appraisal document",area-appraisal,"",local-authority:DEB,,,,44000994
D_106_DEB_CA2_2,106_DEB_CA2,"Bolehill","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/bolehill-conservation-area-map/download,area-map,"",local-authority:DEB,,,,44000994
D_106_DEB_CA3_1,106_DEB_CA3,"Bonsall","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/bonsall#h2",area-appraisal,"Extra documents are available. ",local-authority:DEB,,,,44005284
D_106_DEB_CA3_2,106_DEB_CA3,"Bonsall","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/bonsall-conservation-area-map-2/download,area-map,"Extra documents are available. ",local-authority:DEB,,,,44005284
D_106_DEB_CA4_1,106_DEB_CA4,"Brailsford","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","No appraisal document",area-appraisal,"",local-authority:DEB,,,,44000977
D_106_DEB_CA4_2,106_DEB_CA4,"Brailsford","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/brailsford-conservation-area-map/download,area-map,"",local-authority:DEB,,,,44000977
D_106_DEB_CA5_1,106_DEB_CA5,"Brassington","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/brassington#h2",area-appraisal,"Extra documents are available. ",local-authority:DEB,,,,44000989
D_106_DEB_CA5_2,106_DEB_CA5,"Brassington","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/brassington-conservation-area-map/download,area-map,"Extra documents are available. ",local-authority:DEB,,,,44000989
D_106_DEB_CA6_1,106_DEB_CA6,"Callow Hall","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","No appraisal document",area-appraisal,"",local-authority:DEB,,,,44000983
D_106_DEB_CA6_2,106_DEB_CA6,"Callow Hall","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/callow-hall-conservation-area-map/download,area-map,"",local-authority:DEB,,,,44000983
D_106_DEB_CA7_1,106_DEB_CA7,"Carsington and Hopton","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/carsington-and-hopton#h2",area-appraisal,"Extra documents are available. ",local-authority:DEB,,,,44004717
D_106_DEB_CA7_2,106_DEB_CA7,"Carsington and Hopton","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/carsington-and-hopton-conservation-area-map/download,area-map,"Extra documents are available. ",local-authority:DEB,,,,44004717
D_106_DEB_CA8_1,106_DEB_CA8,"Castle Top/Lea Bridge and High Peak","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/castle-top-lea-bridge-and-high-peak#h2",area-appraisal,"",local-authority:DEB,,,,44000992
D_106_DEB_CA8_2,106_DEB_CA8,"Castle Top/Lea Bridge and High Peak","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/castle-top-lea-bridge-and-high-peak-junction-conservation-area-map/download,area-map,"",local-authority:DEB,,,,44000992
D_106_DEB_CA9_1,106_DEB_CA9,"Cromford","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas/cromford#h3",area-appraisal,"Extra documents are available. ",local-authority:DEB,,,,44004719
D_106_DEB_CA9_2,106_DEB_CA9,"Cromford","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/cromford-conservation-area-map/download,area-map,"Extra documents are available. ",local-authority:DEB,,,,44004719
D_106_DEB_CA10_1,106_DEB_CA10,"Gorseybank","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","No appraisal document",area-appraisal,"",local-authority:DEB,,,,44000995
D_106_DEB_CA10_2,106_DEB_CA10,"Gorseybank","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/gorsey-bank-conservation-area-map/download,area-map,"",local-authority:DEB,,,,44000995
D_106_DEB_CA11_1,106_DEB_CA11,"Hognaston","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","No appraisal document",area-appraisal,"",local-authority:DEB,,,,44000988
D_106_DEB_CA11_2,106_DEB_CA11,"Hognaston","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas",https://www.derbyshiredales.gov.uk/documents/hognaston-conservation-area-map/download,area-map,"",local-authority:DEB,,,,44000988
D_106_DEB_CA12_1,106_DEB_CA12,"Hulland","https://www.derbyshiredales.gov.uk/planning/conservation/conservation-areas","No appraisal document",area-appraisal,"",local-authority:DEB,,,,44000978
