reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_137_FAR_CA1_1,137_FAR_CA1,"Cams Hall","https://www.fareham.gov.uk/planning/conservation/camshall.aspx?close=True","https://www.fareham.gov.uk/pdf/planning/cacacams.pdf",area-appraisal,"Extra documents are available. ",local-authority:FAR,,,,44000821
D_137_FAR_CA1_2,137_FAR_CA1,"Cams Hall","https://www.fareham.gov.uk/planning/conservation/camshall.aspx?close=True",https://www.fareham.gov.uk/pdf/planning/mapcams.pdf,area-map,"Extra documents are available. ",local-authority:FAR,,,,44000821
D_137_FAR_CA2_1,137_FAR_CA2,"Catisfield","https://www.fareham.gov.uk/planning/conservation/catisfield.aspx","https://www.fareham.gov.uk/pdf/planning/cacacat.pdf",area-appraisal,"Extra documents are available. ",local-authority:FAR,,,,44000822
D_137_FAR_CA2_2,137_FAR_CA2,"Catisfield","https://www.fareham.gov.uk/planning/conservation/catisfield.aspx",https://www.fareham.gov.uk/pdf/planning/mapcat.pdf,area-map,"Extra documents are available. ",local-authority:FAR,,,,44000822
D_137_FAR_CA3_1,137_FAR_CA3,"Fareham High Street","https://www.fareham.gov.uk/planning/conservation/farehamhighst.aspx","https://www.fareham.gov.uk/pdf/planning/cacahighst.pdf",area-appraisal,"Extra documents are available. ",local-authority:FAR,,,,44000823
D_137_FAR_CA3_2,137_FAR_CA3,"Fareham High Street","https://www.fareham.gov.uk/planning/conservation/farehamhighst.aspx",https://www.fareham.gov.uk/pdf/planning/maphighst.pdf,area-map,"Extra documents are available. ",local-authority:FAR,,,,44000823
D_137_FAR_CA4_1,137_FAR_CA4,"Hook","https://www.fareham.gov.uk/planning/conservation/hook.aspx","https://www.fareham.gov.uk/pdf/planning/cacawars.pdf",area-appraisal,"Extra documents are available. ",local-authority:FAR,,,,44000824
D_137_FAR_CA4_2,137_FAR_CA4,"Hook","https://www.fareham.gov.uk/planning/conservation/hook.aspx",https://www.fareham.gov.uk/pdf/planning/maphook.pdf,area-map,"Extra documents are available. ",local-authority:FAR,,,,44000824
D_137_FAR_CA5_1,137_FAR_CA5,"Osborn Road","https://www.fareham.gov.uk/planning/conservation/osbornrd.aspx","https://www.fareham.gov.uk/pdf/planning/cacaosborn.pdf",area-appraisal,"Extra documents are available. ",local-authority:FAR,,,,44000825
D_137_FAR_CA5_2,137_FAR_CA5,"Osborn Road","https://www.fareham.gov.uk/planning/conservation/osbornrd.aspx",https://www.fareham.gov.uk/pdf/planning/maposborn.pdf,area-map,"Extra documents are available. ",local-authority:FAR,,,,44000825
D_137_FAR_CA6_1,137_FAR_CA6,"Portchester, Castle Street","https://www.fareham.gov.uk/planning/conservation/portchester.aspx","https://www.fareham.gov.uk/pdf/planning/cacaportch.pdf",area-appraisal,"Extra documents are available. ",local-authority:FAR,,,,44000826
D_137_FAR_CA6_2,137_FAR_CA6,"Portchester, Castle Street","https://www.fareham.gov.uk/planning/conservation/portchester.aspx",https://www.fareham.gov.uk/pdf/planning/mapportch.pdf,area-map,"Extra documents are available. ",local-authority:FAR,,,,44000826
D_137_FAR_CA7_1,137_FAR_CA7,"Sarisbury Green","https://www.fareham.gov.uk/planning/conservation/sarisbury.aspx","https://www.fareham.gov.uk/pdf/planning/cacasg.pdf",area-appraisal,"Extra documents are available. ",local-authority:FAR,,,,44000827
D_137_FAR_CA7_2,137_FAR_CA7,"Sarisbury Green","https://www.fareham.gov.uk/planning/conservation/sarisbury.aspx",https://www.fareham.gov.uk/pdf/planning/mapsg.pdf,area-map,"Extra documents are available. ",local-authority:FAR,,,,44000827
D_137_FAR_CA8_1,137_FAR_CA8,"Swanwick Shore","https://www.fareham.gov.uk/planning/conservation/swanwick.aspx","https://www.fareham.gov.uk/pdf/planning/cacaswan.pdf",area-appraisal,"Extra documents are available. ",local-authority:FAR,,,,44000828
