reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_149_GRA_CA1_1,149_GRA_CA1,"Cobham","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://drive.google.com/file/d/0B3rpRo7SzRqdSFZwM2dHSmNXRmM/view?usp=sharing&resourcekey=0-bTGqQ09iuPG1WnTKhM4G8g",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004102
D_149_GRA_CA1_2,149_GRA_CA1,"Cobham","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/361/cobham-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004102
D_149_GRA_CA2_1,149_GRA_CA2,"Chestnut Green","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://drive.google.com/file/d/0B3rpRo7SzRqdM01NVVlhc0hHSVU/view?usp=sharing&resourcekey=0-QCeLngrW6fwnxhw9QaUDVw",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004103
D_149_GRA_CA2_2,149_GRA_CA2,"Chestnut Green","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/372/chestnut-green-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004103
D_149_GRA_CA3_1,149_GRA_CA3,"Church Street, Higham","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://drive.google.com/file/d/0B3rpRo7SzRqdS0pSa1dOcTNuaWM/view?usp=sharing&resourcekey=0-2o5_-WnDaZkiXRbpl_cSlA",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004106
D_149_GRA_CA3_2,149_GRA_CA3,"Church Street, Higham","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/367/church-street-higham-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004106
D_149_GRA_CA4_1,149_GRA_CA4,"Darnley Road","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Darnely_Road_Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004113
D_149_GRA_CA4_2,149_GRA_CA4,"Darnley Road","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/381/darnley-road-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004113
D_149_GRA_CA5_1,149_GRA_CA5,"Hook Green","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://drive.google.com/file/d/0B3rpRo7SzRqda2RYdUE3RWZ6RFU/view?usp=sharing&resourcekey=0-crEiTfLdMEfEeVWQCMuKAQ",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004101
D_149_GRA_CA5_2,149_GRA_CA5,"Hook Green","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/375/hook-green-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004101
D_149_GRA_CA6_1,149_GRA_CA6,"High Street and Queen Street","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/HIGH_St_Queen_St_Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004119
D_149_GRA_CA6_2,149_GRA_CA6,"High Street and Queen Street","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/365/high-street-and-queen-street-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004119
D_149_GRA_CA7_1,149_GRA_CA7,"Harvel","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://drive.google.com/file/d/0B3rpRo7SzRqdQWdCMkJaOEhWbnM/view?usp=sharing&resourcekey=0-QMBgZ0tzKRKFEL-fGdZd9Q",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004099
D_149_GRA_CA7_2,149_GRA_CA7,"Harvel","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/364/harvel-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004099
D_149_GRA_CA8_1,149_GRA_CA8,"Harmer Street","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Harmer_Street_Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004116
D_149_GRA_CA8_2,149_GRA_CA8,"Harmer Street","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/370/harmer-street-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004116
D_149_GRA_CA9_1,149_GRA_CA9,"King Street","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/King_Street_Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004115
D_149_GRA_CA9_2,149_GRA_CA9,"King Street","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/366/king-street-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004115
D_149_GRA_CA10_1,149_GRA_CA10,"Gravesend Riverside","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Riverside_Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004118
D_149_GRA_CA10_2,149_GRA_CA10,"Gravesend Riverside","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/379/gravesend-riverside-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004118
D_149_GRA_CA11_1,149_GRA_CA11,"Lansdowne Square, Northfleet","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Lansdowne_Square_Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004114
D_149_GRA_CA11_2,149_GRA_CA11,"Lansdowne Square, Northfleet","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/377/lansdowne-square-northfleet-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004114
D_149_GRA_CA12_1,149_GRA_CA12,"Lower Higham","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://drive.google.com/file/d/0B3rpRo7SzRqdT2h0MndBVlJUd0U/view?usp=sharing&resourcekey=0-r5qXtIpyQYsaGx9hL1OW2A",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004107
D_149_GRA_CA12_2,149_GRA_CA12,"Lower Higham","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/369/lower-higham-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004107
D_149_GRA_CA13_1,149_GRA_CA13,"The Street, Meopham","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://drive.google.com/file/d/0B3rpRo7SzRqdS09xSUM5Qkw2a0E/view?usp=sharing&resourcekey=0-oL4rsTTEr62tH_l5347wog",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004100
D_149_GRA_CA13_2,149_GRA_CA13,"The Street, Meopham","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/368/the-street-meopham-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004100
D_149_GRA_CA14_1,149_GRA_CA14,"Meopham Green","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://drive.google.com/file/d/0B3rpRo7SzRqdREhLY2lVSVNPQmM/view?usp=sharing&resourcekey=0-SJ-4FLMiCgPbjMI9ADFa8g",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44001967
D_149_GRA_CA14_2,149_GRA_CA14,"Meopham Green","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/359/meopham-green-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44001967
D_149_GRA_CA15_1,149_GRA_CA15,"Milton Place","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Milton_Place_Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004117
D_149_GRA_CA15_2,149_GRA_CA15,"Milton Place","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/373/milton-place-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004117
D_149_GRA_CA16_1,149_GRA_CA16,"Pelham Road and The Avenue","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps","https://selfservice.gravesham.gov.uk:1443/WebDocs/Environment%20and%20Planning/Conservation_Areas/Pelham_Road_The_Avenue_Appraisal.pdf",area-appraisal,"Extra documents are available. ",local-authority:GRA,,,,44004112
D_149_GRA_CA16_2,149_GRA_CA16,"Pelham Road and The Avenue","https://www.gravesham.gov.uk/downloads/download/88/conservation-area-maps",https://www.gravesham.gov.uk/downloads/file/371/pelham-road-and-the-avenue-conservation-area-map,area-map,"Extra documents are available. ",local-authority:GRA,,,,44004112
