reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_208_MAS_CA1_1,208_MAS_CA1,"The Park","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/458/the-park",area-appraisal,"Best Map is shown on page 7 of the appraisal document. ",local-authority:MAS,,,,44001533
D_208_MAS_CA2_1,208_MAS_CA2,"Market Place","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/460/market-place",area-appraisal,"Best Map is shown on page 12 of the appraisal document. ",local-authority:MAS,,,,44005298
D_208_MAS_CA3_1,208_MAS_CA3,"Bridge Street","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/459/bridge-street",area-appraisal,"Best Map is shown on page 12 of the appraisal document. ",local-authority:MAS,,,,44005297
D_208_MAS_CA4_1,208_MAS_CA4,"West Gate","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/462/west-gate",area-appraisal,"Best Map is shown on page 13 of the appraisal document. ",local-authority:MAS,,,,44006523
D_208_MAS_CA5_1,208_MAS_CA5,"Pleasley Park and Vale","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/456/pleasley-park-and-vale",area-appraisal,"Best Map is shown on page 7 of the appraisal document. ",local-authority:MAS,,,,44002736
D_208_MAS_CA6_1,208_MAS_CA6,"Crow Hill Drive","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/457/crow-hill-drive",area-appraisal,"Best Map is shown on page 29 of the appraisal document. ",local-authority:MAS,,,,44002735
D_208_MAS_CA7_1,208_MAS_CA7,"Mansfield Woodhouse","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/455/mansfield-woodhouse",area-appraisal,"Best Map is shown on page 60 of the appraisal document. ",local-authority:MAS,,,,44005048
D_208_MAS_CA8_1,208_MAS_CA8,"Church Warsop","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/464/church-warsop",area-appraisal,"Best Map is shown on page 17 of the appraisal document. ",local-authority:MAS,,,,44005279
D_208_MAS_CA9_1,208_MAS_CA9,"Nottingham Road","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/465/nottingham-road",area-appraisal,"Best Map is shown on page 17 of the appraisal document. ",local-authority:MAS,,,,44005280
D_208_MAS_CA10_1,208_MAS_CA10,"Terrace Road","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/461/terrace-road",area-appraisal,"Best Map is shown on page 10 of the appraisal document. ",local-authority:MAS,,,,44005281
D_208_MAS_CA11_1,208_MAS_CA11,"Market Warsop","https://www.mansfield.gov.uk/downloads/download/177/conservation-areas","https://www.mansfield.gov.uk/downloads/file/463/market-warsop",area-appraisal,"Best Map is shown on page 13 of the appraisal document. ",local-authority:MAS,,,,44006065
