reference,name,designation-date,document-url,documentation-url,geometry,point,notes,organisation,entry_date,start_date,end_date,ca_entity
331_SWT_CA1,"Alcombe",,"https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F23%2E%20wsc%2Dminehead%2Dcons%2Darea%2Dreview%2D2003%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"Appraisal from Minehead",local-authority:SWT,,,,44007131
331_SWT_CA2,"Ashbrittle",,"https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F2%2Eb%20%2D%20ashbrittle%2Dconservation%2Darea%2Dappraisal%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"Extra documents are available. ",local-authority:SWT,,,,44006996
331_SWT_CA3,"Ash Priors",,"No appraisal document","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"",local-authority:SWT,,,,44006992
331_SWT_CA4,"Bathealton",,"https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F4%2Eb%2E%20bathealton%2Dconservation%2Darea%2Dappraisal%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"Extra documents are available. ",local-authority:SWT,,,,44006995
331_SWT_CA5,"Bishops Hull",,"No appraisal document","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"",local-authority:SWT,,,,44006989
331_SWT_CA6,"Bishops Lydeard",,"https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F6%2Eb%2E%20bishops%2Dlydeard%2Dconservation%2Darea%2Dappraisal%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"Extra documents are available. ",local-authority:SWT,,,,44007020
331_SWT_CA7,"Bradford on Tone",,"No appraisal document","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"",local-authority:SWT,,,,44006999
331_SWT_CA8,"Cheddon Fitzpaine",,"No appraisal document","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"",local-authority:SWT,,,,44006990
331_SWT_CA9,"Combe Florey",,"https://somersetcc.sharepoint.com/sites/SCCPublic/Other%20Sites/Forms/AllItems.aspx?id=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton%2F9%2Eb%2E%20combe%2Dflorey%2Dconservation%2Darea%2Dappraisal%2Epdf&parent=%2Fsites%2FSCCPublic%2FOther%20Sites%2FContent%20for%20new%20Somerset%20site%2FPlanning%2C%20buildings%20and%20land%2FContent%20supplied%20by%20service%2FHeritage%20and%20landscape%2FOur%20proof%20read%20versions%2FConservation%20Areas%20Maps%20and%20Appraisals%2FSomerset%20West%20and%20Taunton&p=true&ga=1","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"Extra documents are available. ",local-authority:SWT,,,,44007100
331_SWT_CA10,"Corfe",,"No appraisal document","https://www.somerset.gov.uk/tables/somerset-west-and-taunton-conservation-areas-maps-and-appraisals/",,,"",local-authority:SWT,,,,44007000
