reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_68_BUN_CA1_1,68_BUN_CA1,"Jib Hill","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","No appraisal document",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009194
D_68_BUN_CA1_2,68_BUN_CA1,"Jib Hill","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009194
D_68_BUN_CA2_1,68_BUN_CA2,"Hurstwood","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","No appraisal document",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009201
D_68_BUN_CA2_2,68_BUN_CA2,"Hurstwood","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009201
D_68_BUN_CA3_1,68_BUN_CA3,"Padiham","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","https://burnley.gov.uk/wp-content/uploads/2022/02/Padiham-Conservation-Area-Appraisal-2020.pdf",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009197
D_68_BUN_CA3_2,68_BUN_CA3,"Padiham","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009197
D_68_BUN_CA4_1,68_BUN_CA4,"Palatine","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","No appraisal document",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009196
D_68_BUN_CA4_2,68_BUN_CA4,"Palatine","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009196
D_68_BUN_CA5_1,68_BUN_CA5,"Harle Syke","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","https://burnley.gov.uk/wp-content/uploads/2022/02/Final-Harle-Syke-CAA-Published-April-2018.pdf",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009198
D_68_BUN_CA5_2,68_BUN_CA5,"Harle Syke","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009198
D_68_BUN_CA6_1,68_BUN_CA6,"Worsthorne","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","https://burnley.gov.uk/wp-content/uploads/2022/05/FINAL-DRAFT-Worsthorne-Conservation-Area-Appraisal-Feb-2018.pdf",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009200
D_68_BUN_CA6_2,68_BUN_CA6,"Worsthorne","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009200
D_68_BUN_CA7_1,68_BUN_CA7,"Burnley Wood","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","No appraisal document",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009199
D_68_BUN_CA7_2,68_BUN_CA7,"Burnley Wood","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009199
D_68_BUN_CA8_1,68_BUN_CA8,"Canalside","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","https://burnley.gov.uk/wp-content/uploads/2022/02/Canalside_Conservation_Area_-_Conservation_Area_Appraisal.pdf",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009195
D_68_BUN_CA8_2,68_BUN_CA8,"Canalside","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009195
D_68_BUN_CA9_1,68_BUN_CA9,"Burnley Town Centre","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","No appraisal document",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009202
D_68_BUN_CA9_2,68_BUN_CA9,"Burnley Town Centre","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009202
D_68_BUN_CA10_1,68_BUN_CA10,"Top O’ T’ Town","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/","No appraisal document",area-appraisal,"Provided via a sungle shp file.",local-authority:BUN,,,,44009193
D_68_BUN_CA10_2,68_BUN_CA10,"Top O’ T’ Town","https://burnley.gov.uk/planning/planning-policies/heritage-conservation/conservation-areas/",https://burnley.gov.uk/planning/mapping-data/,area-map,"Provided via a sungle shp file.",local-authority:BUN,,,,44009193
