reference,conservation-area,name,documentation-url,document-url,document-type,notes,organisation,entry_date,start_date,end_date,ca_entity
D_394_WYR_CA1_1,394_WYR_CA1,"Calder Vale","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076","https://www.wyre.gov.uk/downloads/file/704/calder-vale-conservation-area-appraisal",area-appraisal,"Extra documents are available. ",local-authority:WYR,,,,44000225
D_394_WYR_CA1_2,394_WYR_CA1,"Calder Vale","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076",https://www.wyre.gov.uk/downloads/file/703/calder-vale-conservation-area-map,area-map,"Extra documents are available. ",local-authority:WYR,,,,44000225
D_394_WYR_CA2_1,394_WYR_CA2,"Churchtown","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076","https://www.wyre.gov.uk/downloads/file/706/churchtown-conservation-area-appraisal",area-appraisal,"Extra documents are available. ",local-authority:WYR,,,,44006225
D_394_WYR_CA2_2,394_WYR_CA2,"Churchtown","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076",https://www.wyre.gov.uk/downloads/file/705/churchtown-conservation-area-map,area-map,"Extra documents are available. ",local-authority:WYR,,,,44006225
D_394_WYR_CA3_1,394_WYR_CA3,"Lower Dolphinholme","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076","https://www.wyre.gov.uk/downloads/file/708/lower-dolphinholme-conservation-area-appraisal",area-appraisal,"Extra documents are available. ",local-authority:WYR,,,,44000227
D_394_WYR_CA3_2,394_WYR_CA3,"Lower Dolphinholme","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076",https://www.wyre.gov.uk/downloads/file/707/lower-dolphinholme-conservation-area-map,area-map,"Extra documents are available. ",local-authority:WYR,,,,44000227
D_394_WYR_CA4_1,394_WYR_CA4,"Fleetwood","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076","https://www.wyre.gov.uk/downloads/file/710/fleetwood-conservation-area-appraisal",area-appraisal,"Extra documents are available. ",local-authority:WYR,,,,44006226
D_394_WYR_CA4_2,394_WYR_CA4,"Fleetwood","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076",https://www.wyre.gov.uk/downloads/file/709/fleetwood-conservation-area-map,area-map,"Extra documents are available. ",local-authority:WYR,,,,44006226
D_394_WYR_CA5_1,394_WYR_CA5,"Garstang","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076","https://www.wyre.gov.uk/downloads/file/712/garstang-conservation-area-appraisal",area-appraisal,"Extra documents are available. ",local-authority:WYR,,,,44000223
D_394_WYR_CA5_2,394_WYR_CA5,"Garstang","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076",https://www.wyre.gov.uk/downloads/file/711/garstang-conservation-area-map,area-map,"Extra documents are available. ",local-authority:WYR,,,,44000223
D_394_WYR_CA6_1,394_WYR_CA6,"Poulton-le-Fylde","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076","https://www.wyre.gov.uk/downloads/file/714/poulton-le-fylde-conservation-area-appraisal",area-appraisal,"Extra documents are available. ",local-authority:WYR,,,,44000226
D_394_WYR_CA6_2,394_WYR_CA6,"Poulton-le-Fylde","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076",https://www.wyre.gov.uk/downloads/file/713/poulton-le-fylde-conservation-area-map,area-map,"Extra documents are available. ",local-authority:WYR,,,,44000226
D_394_WYR_CA7_1,394_WYR_CA7,"Scorton","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076","https://www.wyre.gov.uk/downloads/file/716/scorton-conservation-area-appraisal",area-appraisal,"Extra documents are available. ",local-authority:WYR,,,,44000224
D_394_WYR_CA7_2,394_WYR_CA7,"Scorton","https://www.wyre.gov.uk/conservation/conservation-areas-wyre?documentId=353&categoryId=20076",https://www.wyre.gov.uk/downloads/file/715/scorton-conservation-area-map,area-map,"Extra documents are available. ",local-authority:WYR,,,,44000224
